date,% Silica Feed,Amina Flow,Ave_Flot_Air_Flow,Ave_Flot_Level,% Iron Concentrate,% Silica Concentrate,Purity
2017-03-14 05:00:00,10.69,440.85924444444447,265.0165166666667,449.4086722222222,63.03,4.69,0
2017-03-14 06:00:00,10.69,438.8296111111112,265.2412018518518,450.3548805555556,63.74,4.4,0
2017-03-14 07:00:00,8.87,415.7356825617828,264.99067258382644,496.1437284446323,63.6,4.71,0
2017-03-14 08:00:00,8.87,445.6144777777778,265.0832425925926,450.8731444444445,64.41,4.06,0
2017-03-14 09:00:00,8.87,537.4185393258427,265.07626966292133,447.19685814606737,65.68,1.3,1
2017-03-14 11:00:00,8.87,522.2949666666666,265.08820925925926,449.39891944444446,66.06,1.24,1
2017-03-14 12:00:00,8.87,458.3711970955752,265.06996926713947,514.7249007092199,65.61,2.08,1
2017-03-14 13:00:00,8.87,526.5827833333333,265.10089444444446,450.5400583333334,65.04,2.66,1
2017-03-14 14:00:00,8.87,508.8240172896005,265.0538187134503,469.58409356725144,64.86,2.49,1
2017-03-14 15:00:00,8.87,533.3697333333333,265.0550611111111,450.1285666666667,66.89,1.31,1
2017-03-14 16:00:00,10.84,549.4896166666666,265.06242962962966,450.719525,64.04,4.26,0
2017-03-14 17:00:00,10.84,525.9924207317073,265.11947154471545,449.8770762195122,65.36,3.2999999999999994,0
2017-03-14 18:00:00,10.84,525.1201666666667,265.0203240740741,449.7969194444444,65.64,3.11,0
2017-03-14 19:00:00,10.84,534.3213833333333,265.06524814814816,450.83235,64.84,3.28,0
2017-03-14 20:00:00,10.84,512.9370112359551,265.04320411985015,483.3164502042898,64.63,3.770000000000001,0
2017-03-14 21:00:00,10.84,497.88975228161695,265.0673370998117,406.8699523670367,65.0,3.4800000000000004,0
2017-03-14 22:00:00,10.84,424.36173471681127,265.08012676056336,476.7043852576454,66.33,1.01,1
2017-03-15 00:00:00,10.84,307.9571578014184,265.03879432624115,625.313742229139,66.33,1.01,1
2017-03-15 01:00:00,10.84,296.01745926966294,265.0678426966292,561.0104927439152,66.33,1.01,1
2017-03-15 02:00:00,10.84,287.063875,265.1248431372549,584.0210147058824,66.33,1.01,1
2017-03-15 03:00:00,10.84,260.1325,265.08651282051284,215.6105064935077,66.33,1.01,1
2017-03-15 04:00:00,10.84,420.97374408514696,265.0327121212121,463.8291287878788,66.33,1.01,1
2017-03-15 05:00:00,10.84,511.8126554047199,265.02005113636363,449.6298693181818,66.33,1.01,1
2017-03-15 06:00:00,10.84,553.482490859574,265.0369002624672,443.3400708661418,66.33,1.01,1
2017-03-15 07:00:00,10.44,521.0010888888888,265.0875351851852,461.136525,66.33,1.01,1
2017-03-15 08:00:00,10.44,481.7677976878613,265.06130057803466,450.30657803468205,66.08,1.31,1
2017-03-15 09:00:00,10.44,494.8614444444444,265.0592777777778,450.52823888888895,65.97,2.36,1
2017-03-15 10:00:00,10.44,509.0732215909091,265.0836534090909,450.7075397727273,66.49,1.81,1
2017-03-15 11:00:00,10.44,454.4334312678064,265.0891794871795,514.5197083333333,66.82,1.45,1
2017-03-15 12:00:00,10.44,504.2334241573033,265.0606666666667,498.27364185393253,66.89,1.23,1
2017-03-15 13:00:00,10.44,511.8575586592179,265.0660316573557,474.9360027932961,66.62,1.39,1
2017-03-15 14:00:00,10.44,489.4915083798883,265.1186666666667,545.57056424581,66.63,1.06,1
2017-03-15 15:00:00,10.44,485.2471666666667,265.05834074074073,549.9266666666667,65.04,3.52,0
2017-03-15 16:00:00,10.1,470.0650847457628,265.0736327683616,549.7866186440679,64.67,3.86,0
2017-03-15 17:00:00,10.1,523.4518427672956,265.0208008385744,549.6292547169811,66.58,1.41,1
2017-03-15 18:00:00,10.1,514.7183966480446,265.04533147113597,523.1873610680899,66.94,1.19,1
2017-03-15 19:00:00,10.1,500.1221611111111,265.0701203703704,371.94234260176086,66.47,1.7200000000000002,1
2017-03-15 20:00:00,10.1,492.7996555555556,265.0548796296296,508.6453858360836,66.74,1.8300000000000003,1
2017-03-15 21:00:00,10.1,490.9127027777778,265.03936851851853,449.7269944444445,66.45,1.73,1
2017-03-15 22:00:00,10.1,465.37739166666665,265.07137222222224,449.6813722222222,66.62,1.41,1
2017-03-15 23:00:00,10.1,462.5488027777777,265.00100000000003,450.7424527777778,66.61,1.76,1
2017-03-16 00:00:00,10.1,504.1610222222222,265.04972407407405,450.2664972222222,66.49,1.16,1
2017-03-16 01:00:00,12.95,520.2939055555556,265.0596037037037,450.3151277777778,67.1,1.34,1
2017-03-16 02:00:00,12.95,517.2340388888889,265.0648185185185,462.93483055555555,67.45,1.06,1
2017-03-16 03:00:00,12.95,444.3438691189048,265.0691377245509,563.0400149700599,65.39,2.35,1
2017-03-16 04:00:00,12.95,342.8546238038296,265.01630701754385,580.8850197368421,65.39,2.35,1
2017-03-16 05:00:00,12.95,348.25426207792003,265.03413714285716,575.9633,64.03,3.78,0
2017-03-29 12:00:00,9.34,354.07345208333334,231.53241666666668,788.6659217342917,66.44,1.36,1
2017-03-29 13:00:00,9.34,357.13530592396205,231.6767356321839,834.7828343453069,66.57,1.43,1
2017-03-29 14:00:00,9.340000000000002,473.55185454545455,231.62017575757577,826.955939419799,66.64,1.33,1
2017-03-29 17:00:00,9.56,375.4977072368417,231.64571527777775,819.6636829758863,66.19,1.64,1
2017-03-30 01:00:00,9.19,318.09505,231.28413333333333,845.0562331656299,63.39,3.8,0
2017-03-30 02:00:00,9.19,319.92218333333,231.5494666666667,839.453295394745,63.39,3.8,0
2017-03-30 03:00:00,9.19,457.0755742992406,231.73239583333336,808.8700286966048,63.39,3.8,0
2017-03-30 04:00:00,9.19,424.8619567567568,232.04967567567567,831.4616119388256,63.89999999999999,2.77,1
2017-03-30 05:00:00,9.19,272.0239375,232.49166666666667,834.66233974355,65.68,1.64,1
2017-03-30 06:00:00,9.19,383.61246363636366,231.79495454545454,814.8406810066296,66.04,2.37,1
2017-03-30 07:00:00,8.24,449.8757160560345,231.779117816092,839.5426748410553,66.34,2.04,1
2017-03-30 11:00:00,8.24,421.33577192982455,231.74901169590643,849.4523507029018,65.03,2.8,1
2017-03-30 12:00:00,8.24,467.74954172662495,231.6454555555556,851.8186277055992,64.99,2.63,1
2017-03-30 13:00:00,8.24,268.34027272727315,231.68765853658533,826.9140277340682,64.99,2.63,1
2017-03-30 14:00:00,8.24,387.9846140350895,231.617,844.33165406335,64.99,2.63,1
2017-03-30 22:00:00,8.4,470.7103170731707,231.77189837398373,828.7542348138902,63.79,4.81,0
2017-03-30 23:00:00,8.4,498.6792769230769,231.77809743589742,801.9699968875254,63.82,4.91,0
2017-03-31 00:00:00,8.4,538.8044611111111,231.56155925925927,801.0203222222221,64.54,3.9100000000000006,0
2017-03-31 01:00:00,20.14,553.3341508379888,230.57649162011174,798.4787262569832,63.78,5.07,0
2017-03-31 02:00:00,20.14,467.5587435064937,231.67968371212123,801.762793560606,63.45,4.48,0
2017-03-31 03:00:00,20.14,518.8403277777778,231.70912592592595,800.4093027777777,64.53,3.52,0
2017-03-31 04:00:00,20.14,550.0295388888889,231.64699074074073,800.5267527777778,65.68,2.47,1
2017-03-31 05:00:00,20.14,559.3004157303371,231.97775468164795,799.5224719101124,65.17,1.7800000000000002,1
2017-03-31 06:00:00,20.14,554.7574914285715,231.92640190476195,800.6592114285713,66.49,1.91,1
2017-03-31 07:00:00,9.22,569.6281807228916,231.8527590361446,800.6634578313253,66.34,2.26,1
2017-03-31 08:00:00,9.22,549.0690727272727,231.68675555555555,800.7002303030304,66.92,1.02,1
2017-03-31 09:00:00,9.22,562.4439318181818,217.65928048687442,800.8440028409091,67.44,1.06,1
2017-03-31 10:00:00,9.22,563.3949277777778,216.56846532688982,800.4435166666667,67.44,1.06,1
2017-03-31 11:00:00,9.22,561.8043166666666,216.71814230040852,800.9285194444444,67.44,1.06,1
2017-03-31 12:00:00,9.22,530.3683888888888,216.86781927392744,800.037538888889,66.9,1.44,1
2017-03-31 13:00:00,9.22,504.3561944444445,217.01749624744647,799.9107361111112,65.91,1.7,1
2017-03-31 14:00:00,9.22,534.8222824858757,217.166395708752,800.7973248587571,65.45,1.7400000000000002,1
2017-03-31 15:00:00,9.22,556.0114166666666,217.31685019448426,800.577811111111,65.66,1.99,1
2017-03-31 16:00:00,9.22,546.8573222222223,217.46652716800335,799.9761833333333,65.09,2.27,1
2017-03-31 17:00:00,9.22,494.3407555555555,217.61620414152299,801.1815722222221,64.03,3.11,0
2017-03-31 18:00:00,9.22,488.51247777777775,217.76588111504168,800.8389055555556,64.03,3.11,0
2017-03-31 19:00:00,9.22,547.5087555555556,217.91555808856037,800.1453694444444,64.03,3.11,0
2017-03-31 20:00:00,9.22,552.9140833333333,218.06523506207927,799.3604888888888,64.03,3.11,0
2017-03-31 21:00:00,9.22,571.5412666666666,218.21491203559813,800.4546055555555,64.03,3.11,0
2017-03-31 22:00:00,9.22,573.3126444444445,218.3645890091174,800.3015777777778,64.03,3.11,0
2017-03-31 23:00:00,9.22,558.7865888888889,218.5142659826361,800.5244249999998,64.03,3.11,0
2017-04-01 00:00:00,9.22,555.2750833333333,218.66394295615518,799.5376222222222,64.03,3.11,0
2017-04-01 01:00:00,9.22,575.2917111111111,218.81361992967425,799.5706833333334,64.03,3.11,0
2017-04-01 02:00:00,9.22,566.0729166666666,218.96329690319317,799.2749166666667,64.03,3.11,0
2017-04-01 03:00:00,9.22,566.9546277777778,219.11297387671206,800.2961194444445,64.03,3.11,0
2017-04-01 04:00:00,9.22,571.24495,219.26265085023147,799.9988444444444,64.03,3.11,0
2017-04-01 05:00:00,9.22,575.4623222222222,219.41232782375053,800.0296,64.03,3.11,0
2017-04-01 06:00:00,9.22,576.2546611111112,219.56200479726928,801.1523527777779,64.03,3.11,0
2017-04-01 07:00:00,9.22,577.3714777777777,221.11852334413462,800.1776055555556,64.03,3.11,0
2017-04-01 08:00:00,9.22,496.2177672955975,231.10103773584908,799.2627893081761,64.03,3.11,0
2017-04-01 09:00:00,9.22,435.7379894736842,231.71446315789476,800.8489,64.03,3.11,0
2017-04-01 10:00:00,9.22,508.46142777777777,231.6457962962963,800.621625,64.03,3.11,0
2017-04-01 11:00:00,9.22,504.2653448275862,231.68266475095785,804.9642499223362,64.03,3.11,0
2017-04-01 12:00:00,9.22,556.5172666666666,231.66320555555555,799.7209333333333,64.03,3.11,0
2017-04-01 13:00:00,9.22,561.3834666666667,231.68349259259261,799.6386222222222,64.03,3.11,0
2017-04-01 14:00:00,9.22,568.1879388888889,231.79111666666665,800.2882527777779,64.03,3.11,0
2017-04-01 15:00:00,9.22,514.4425055555555,231.66847222222222,799.8668666666667,64.03,3.11,0
2017-04-01 16:00:00,9.22,547.6674057142857,231.7213980952381,800.9713114285714,64.03,3.11,0
2017-04-01 17:00:00,9.22,526.5763459365492,231.68582674199624,801.4713149717514,64.03,3.1100000000000003,0
2017-04-01 18:00:00,9.22,565.63675,231.6387314814815,801.2319388888889,64.03,3.11,0
2017-04-01 19:00:00,9.22,551.6315454545455,231.51170779220783,800.07465661485,64.03,3.11,0
2017-04-01 20:00:00,9.22,541.3230056497175,231.63852730696797,799.3263005649717,64.03,3.1100000000000003,0
2017-04-01 21:00:00,9.22,526.0379833333334,231.59712777777773,800.6688972222223,64.03,3.11,0
2017-04-01 22:00:00,9.22,479.1609937106918,231.7119350104822,799.6144182389937,64.03,3.11,0
2017-04-01 23:00:00,9.22,547.9617094972067,231.66910614525136,799.9127960893854,64.03,3.11,0
2017-04-02 00:00:00,9.22,561.1670611111111,231.70025,800.6858444444445,64.03,3.11,0
2017-04-02 01:00:00,9.22,555.1270232558139,231.6015930232558,799.7101395348836,64.03,3.11,0
2017-04-02 02:00:00,9.22,474.2666511627907,231.6681085271318,798.6844677002584,64.03,3.11,0
2017-04-02 03:00:00,9.22,522.9898487394958,231.6914369747899,799.0307268907563,64.03,3.11,0
2017-04-02 04:00:00,9.22,560.6270689655172,231.64329885057472,799.6432931034483,64.03,3.11,0
2017-04-02 05:00:00,9.22,502.566995998769,231.67061598440546,802.8825630409357,64.03,3.11,0
2017-04-02 06:00:00,9.22,504.5747303370786,231.67694756554306,800.6277471910112,64.03,3.1099999999999994,0
2017-04-02 07:00:00,12.730000000000002,505.5360787878788,231.72420202020203,803.8249025382863,64.03,3.11,0
2017-04-02 08:00:00,12.73,561.3001918604651,231.69148255813954,799.6761703363336,64.40917863814884,2.9593673903244184,1
2017-04-02 09:00:00,12.73,550.0858146067416,231.7301797752809,800.2896011235955,65.12457966323427,2.6751669831,1
2017-04-02 10:00:00,12.73,543.6942333333334,231.7025759259259,803.341674122807,65.49,2.53,1
2017-04-02 11:00:00,12.730000000000002,562.2419876543211,232.02306790123455,803.8383370751271,66.32,1.45,1
2017-04-02 12:00:00,12.73,580.2825666666666,252.54211111111113,686.5761749999999,66.02,1.18,1
2017-04-02 13:00:00,12.73,544.2987352941177,264.9131156862745,623.4921676470587,66.0,2.02,1
2017-04-02 14:00:00,12.730000000000002,549.3793493975903,265.17695582329316,626.3589307228916,66.02,1.41,1
2017-04-02 15:00:00,12.730000000000002,568.8489329268293,265.14723780487805,622.9494542682926,65.53,1.58,1
2017-04-02 16:00:00,8.51,576.7129824561404,264.87303898635474,626.5931578947368,66.53,1.0,1
2017-04-02 17:00:00,8.51,571.9858742514971,264.98710379241516,625.7451526946109,65.64,2.57,1
2017-04-02 18:00:00,8.51,575.2527666666667,265.11144444444443,624.0871055555556,66.32,1.04,1
2017-04-02 19:00:00,8.51,558.0352166666667,265.0006888888889,620.1882805555556,66.3,1.54,1
2017-04-02 20:00:00,8.51,515.3710279329609,265.07199999999995,600.8013156424581,65.88,1.56,1
2017-04-02 21:00:00,8.51,550.6291011235954,265.0358146067416,601.0793820224719,64.74,3.84,0
2017-04-02 22:00:00,8.51,557.6579772727273,265.04635227272723,562.3432627840909,64.91,3.26,0
2017-04-02 23:00:00,8.51,557.9308388045076,265.1068450106157,726.6424165578892,64.94,3.38,0
2017-04-03 00:00:00,8.51,574.7480722222223,265.09127222222224,759.7710545874847,63.78,4.42,0
2017-04-03 01:00:00,14.66,558.5882666666668,265.08187407407405,691.5922078936444,63.27,4.170748613678334,0
2017-04-03 02:00:00,14.66,561.4440734463277,265.0721902071563,662.181924040661,62.6,3.679131238447457,0
2017-04-03 03:00:00,14.659999999999998,557.5703863636364,265.1191553030303,669.7363364749956,64.03679997488693,3.181520437741477,0
2017-04-03 04:00:00,14.66,548.5763072625698,265.01545996275604,676.768415119474,65.5,2.93,1
2017-04-03 05:00:00,14.66,523.0573277777778,265.02861481481483,676.745685007171,64.86,3.96,0
2017-04-03 06:00:00,14.66,545.94425,265.0505962962963,674.8844299799966,66.04,2.36,1
2017-04-03 07:00:00,17.41,553.478,265.12396296296293,673.3086221750456,66.07,1.96,1
2017-04-03 08:00:00,17.41,538.4724301675977,265.1249981378026,659.4931347063241,64.05,3.86,0
2017-04-03 09:00:00,17.41,567.8768448275862,265.28721072796935,581.8713623998549,65.04,2.88,1
2017-04-03 10:00:00,17.41,535.7548365914789,265.103738791423,538.1416922613936,64.92,4.15,0
2017-04-03 12:00:00,17.41,580.0109512195122,265.01725203252033,813.7242131769854,62.87418485237561,5.069155889004878,0
2017-04-03 20:00:00,17.41,392.9161513899318,265.2704393939394,842.0229806895795,62.6,1.5258528090409091,1
2017-04-03 21:00:00,17.41,372.44125095555466,265.0219355742297,841.3674778622168,62.6,1.236034882579832,1
2017-04-03 22:00:00,17.41,450.87122222222223,264.7510952380953,806.7504260223468,66.53,1.06,1
2017-04-03 23:00:00,17.41,467.9347724137931,264.4427379310345,774.5899320477558,66.09,1.26,1
2017-04-04 00:00:00,17.41,514.1467191011236,265.0408239700375,747.4884172276129,66.56,1.21,1
2017-04-04 01:00:00,13.990000000000002,516.4700730337079,265.71903558052435,740.1979078920424,65.76,1.28,1
2017-04-04 02:00:00,13.99,526.0687679324893,265.0559451476793,739.0774162293482,66.29,1.5,1
2017-04-04 03:00:00,13.99,533.5657456647399,265.13970134874756,623.3834790380147,65.86,1.65,1
2017-04-04 04:00:00,13.99,457.28670813008046,264.95056910569105,654.722851854464,65.81,1.74,1
2017-04-04 05:00:00,13.99,489.4770428571428,265.0382833333333,840.030049749115,66.06,1.83,1
2017-04-04 06:00:00,13.989999999999998,523.0045166666666,265.0834277777778,734.071547461718,66.86,1.3,1
2017-04-04 07:00:00,21.67,541.2369039548023,265.18836723163844,790.2758787410291,65.81,1.5,1
2017-04-04 08:00:00,21.67,504.6465196850394,265.0544251968504,789.1893512549212,66.41,1.48,1
2017-04-04 09:00:00,21.67,544.9545666666667,265.0776074074074,799.8882555555556,65.93,2.05,1
2017-04-04 10:00:00,21.67,529.1995385111187,265.0711713395639,803.4901745995005,66.06,2.06,1
2017-04-04 11:00:00,21.67,490.6929371428571,265.30462857142857,663.424958137992,66.89,1.64,1
2017-04-04 12:00:00,21.67,499.6478222222222,264.83847592592593,758.6940109649122,65.95,1.85,1
2017-04-04 13:00:00,21.67,491.8146833333333,265.05037592592595,799.9353888888888,65.75,1.87,1
2017-04-04 14:00:00,21.67,402.8299298136644,265.05442028985505,806.9070693236717,65.28,2.17,1
2017-04-04 15:00:00,21.67,355.5984215070648,265.10730036630036,815.0452676252319,65.22,2.23,1
2017-04-04 16:00:00,14.93,368.15462510955336,265.0173292433538,802.299354852203,64.3,4.03,0
2017-04-04 17:00:00,14.93,345.4687035087716,265.10707719298244,791.1596087719299,64.01,3.43,0
2017-04-04 18:00:00,14.93,466.9074280303034,265.0632462121212,797.5036522727273,63.83,3.58,0
