date,% Silica Feed,Amina Flow,Flotation Column 01 Air Flow,Flotation Column 03 Air Flow,Flotation Column 04 Air Flow,Flotation Column 02 Level,Flotation Column 03 Level,% Iron Concentrate,% Silica Concentrate,Purity
2017-03-10 19:00:00,17.16,469.2108715083799,250.1914413407821,250.07092737430165,295.096,549.3005418994413,549.3169329608938,67.24,1.12,1
2017-03-10 20:00:00,17.16,443.269775147929,249.93859763313608,250.0601893491124,295.096,525.0798846153846,523.0409408284023,66.23,1.49,1
2017-03-10 21:00:00,17.16,431.1602415730337,249.969786516854,250.0086573033708,295.096,485.3412387640449,475.65348876404494,66.42,1.4699999999999998,1
2017-03-10 22:00:00,17.16,434.9555209580838,249.76384431137723,250.0284610778443,295.096,549.1767904191618,548.0008622754491,67.16,1.16,1
2017-03-10 23:00:00,17.16,358.67632258064515,250.0842774193549,250.07916129032256,295.096,549.8924387096774,549.484929032258,67.17,1.15,1
2017-03-11 00:00:00,17.16,319.3154126984127,250.20303968253967,250.05055555555555,295.096,549.8295476190476,548.6912539682539,67.03,1.23,1
2017-03-11 01:00:00,8.25,366.5250379746835,250.2321582278481,250.0506392405063,295.096,550.8087784810126,549.9433670886076,67.44,1.17,1
2017-03-11 02:00:00,8.25,357.21271590909095,249.74028409090909,250.0610738636364,295.096,553.7023295454545,549.8189772727272,66.4,2.5,1
2017-03-11 03:00:00,8.25,331.547059602649,249.55585430463577,249.5937880794702,295.096,552.3021986754967,550.5951456953642,65.12,4.14,0
2017-03-11 04:00:00,8.25,319.2341301775148,250.03658579881656,250.04205917159763,295.096,549.7530473372781,550.0009289940829,64.26,3.3399999999999994,0
2017-03-11 05:00:00,8.25,330.74431578947366,249.91080701754385,249.9567076023392,295.096,549.7461286549708,550.5228947368421,64.08,4.08,0
2017-03-11 07:00:00,8.98,363.7257329113924,249.9863037974684,250.11625949367087,295.096,561.3922362869196,557.1726772151899,63.33,4.96,0
2017-03-11 08:00:00,8.98,478.9559825581396,250.05525,250.09098837209305,295.096,549.8237906976744,548.4292790697674,63.33,4.96,0
2017-03-11 09:00:00,8.98,541.4624988535032,249.96152229299364,250.0112993630573,295.096,497.848159985014,586.7915977707006,65.15,2.97,1
2017-03-11 10:00:00,8.98,559.5588833333334,250.47198333333336,250.07314444444444,295.096,239.78960180180167,550.5959388888889,65.65,2.67,1
2017-03-11 11:00:00,8.98,512.8435921052632,250.10930263157897,249.83040789473685,295.096,417.0589209887316,550.2133355263157,66.47,1.59,1
2017-03-11 12:00:00,8.98,447.2567888198757,250.20065217391303,249.9922857142857,295.096,723.8571086956522,548.4689316770186,66.21,1.52,1
2017-03-11 13:00:00,8.98,499.8792352941177,249.9506323529412,250.11607352941175,295.096,756.2377225413603,548.1700808823529,66.41,1.82,1
2017-03-11 14:00:00,8.98,385.1406296296296,250.18655555555557,250.10365925925925,295.096,781.8545774305555,564.025088888889,64.92,2.98,1
2017-03-11 15:00:00,8.98,477.89829629629634,250.08335802469136,250.0231913580247,295.096,813.3094916087963,549.4050802469136,66.16,1.99,1
2017-03-11 16:00:00,9.09,512.6098620689655,250.198683908046,249.99406896551724,295.096,462.2567431752874,498.2939770114943,65.58,2.36,1
2017-03-11 17:00:00,9.09,540.9539441077443,249.6241393939394,250.1286121212121,295.096,452.9009212121212,456.9660666666667,66.21,1.83,1
2017-03-11 18:00:00,9.09,558.0600944444444,249.97576666666663,250.02784444444447,295.096,449.7488444444445,449.7403611111111,66.21,1.8300000000000003,1
2017-03-11 19:00:00,9.09,568.9276055555555,249.65188333333333,249.97806111111112,295.096,449.98763888888885,450.0069611111111,65.5,3.42,0
2017-03-11 20:00:00,9.09,570.8372737430168,250.07856983240225,250.04598324022345,295.096,443.5612026214012,529.6057932960894,64.565,3.865,0
2017-03-11 21:00:00,9.09,554.1030722222222,249.83912222222224,250.02152777777775,295.096,549.7241,550.1634055555555,64.565,3.865,0
2017-03-11 22:00:00,9.09,551.3229166666666,249.9181888888889,250.07827777777777,295.096,459.5789277777777,458.1380777777778,62.95,4.97,0
2017-03-11 23:00:00,9.09,540.1496994219654,250.14245664739883,250.05493063583813,295.096,449.7482832369942,449.61461271676296,62.83,5.06,0
2017-03-12 00:00:00,9.09,551.2976609195402,249.65355172413797,250.02928735632184,295.096,449.9742873563218,449.3770172413793,64.72,3.51,0
2017-03-12 01:00:00,11.46,546.4749209039549,248.74095480225984,249.7131920903955,295.096,304.8323997441638,449.9107401129944,64.29,3.62,0
2017-03-12 02:00:00,11.46,553.9433876404494,250.4600842696629,250.14700561797756,295.096,371.5510835276657,449.2143932584269,63.61999999999999,4.92,0
2017-03-12 03:00:00,11.46,561.6618888888889,250.16637777777777,250.01310555555557,295.096,450.7644666666667,449.8717,65.87,2.13,1
2017-03-12 04:00:00,11.46,558.8256,250.2224055555556,250.07167222222225,295.096,450.2893,449.7770611111111,65.16,2.77,1
2017-03-12 05:00:00,11.46,548.8467888888889,250.09033333333332,250.08361111111117,295.096,450.44222777777776,449.4978,65.87,2.03,1
2017-03-12 06:00:00,11.46,497.027880239521,250.99478443113773,250.41050898203596,295.096,465.12061676646704,449.8431197604791,65.92,2.12,1
2017-03-12 07:00:00,11.46,519.5774104477613,249.9637014925373,250.0922462686567,295.096,450.56944029850746,451.3795298507463,65.9,2.4,1
2017-03-12 08:00:00,11.46,512.4519032258064,249.81567741935484,250.13589677419355,295.096,450.86118064516126,448.6843677419355,65.78,2.43,1
2017-03-12 09:00:00,11.46,497.4821965317919,250.0795317919075,249.98995375722544,295.096,450.2646127167631,450.9369537572254,65.15,2.99,1
2017-03-12 10:00:00,11.46,445.9396144578313,250.1398734939759,250.0956686746988,295.096,453.3531686746988,449.77642168674697,62.95,5.04,0
2017-03-12 11:00:00,11.46,308.97480952380954,250.3047083333333,250.03029166666667,295.096,726.1486666666666,567.832244047619,63.830000000000005,4.71,0
2017-03-12 12:00:00,11.46,435.4185,250.07571527777776,249.953875,295.096,408.3995418320118,280.76537326388893,64.09627992633541,4.266200122775,0
2017-03-12 13:00:00,11.46,513.3238764705882,249.92082352941176,250.0362294117647,295.096,656.6315773557982,491.4860764705883,64.4,3.76,0
2017-03-12 14:00:00,11.46,529.7314052287581,250.01518300653592,250.0583660130719,295.096,371.9190788315327,498.7302156862745,64.1,3.55,0
2017-03-12 15:00:00,11.46,536.7365,250.17298333333332,250.04877222222223,295.096,368.98011388888887,499.6531444444445,64.29,3.06,0
2017-03-12 16:00:00,11.2,544.2283666666667,249.9829888888889,250.06288333333336,295.096,500.0832555555556,499.7970166666667,66.55,1.44,1
2017-03-12 17:00:00,11.2,549.7813314606742,250.02355056179775,249.9815449438202,295.096,499.8503483146067,499.3772471910112,66.25,1.5900000000000003,1
2017-03-12 18:00:00,11.2,534.8689611111112,250.02477222222225,250.05119444444443,295.096,500.3647555555556,500.3980388888889,66.92,1.52,1
2017-03-12 19:00:00,11.2,515.1387333333333,250.5809388888889,250.1239444444444,295.096,503.7948666666667,503.2109222222222,66.17,1.96,1
2017-03-12 20:00:00,11.2,313.9573374233129,250.08012883435583,250.08822699386505,295.096,792.8670298367343,858.8410971315755,67.11,1.9,1
2017-03-12 21:00:00,11.2,476.8612434210526,250.3210460526316,249.9725065789474,295.096,493.9507034708861,610.8198070058789,67.11,1.9,1
2017-03-12 22:00:00,11.2,540.9814388888889,250.04488333333333,250.06415,295.096,549.9279444444444,549.7069111111111,66.29,1.09,1
2017-03-12 23:00:00,11.2,535.7912111111111,250.0612333333333,250.1241333333333,295.096,549.8003166666666,549.1545888888888,67.22,1.0,1
2017-03-13 00:00:00,11.2,506.5579112215909,249.97456818181817,250.1083409090909,295.096,594.260287190083,598.3127318181819,66.97,1.0,1
2017-03-13 01:00:00,12.27,383.4339670329671,250.0980549450549,249.97540659340655,295.096,343.18224175824173,526.2660744810747,66.24,1.04,1
2017-03-13 02:00:00,12.27,441.7159221556886,249.88719161676647,250.04104191616767,295.096,244.12636899483536,549.8282934131736,67.04,1.25,1
2017-03-13 03:00:00,12.27,470.4176923076923,250.25428402366865,250.06952662721892,295.096,452.16442316682776,548.1017041420118,66.42,2.46,1
2017-03-13 04:00:00,12.27,455.4266918604652,250.0658023255814,250.00675,295.096,427.4588260286227,550.7445523255814,66.44,2.67,1
2017-03-13 05:00:00,12.27,431.4927111111111,250.04998333333336,250.08078333333333,295.096,460.6787611111111,549.2001333333334,66.61,1.95,1
2017-03-13 06:00:00,12.27,420.04932054309353,250.1720324675325,250.06214285714285,295.096,440.0665099721701,562.7927337662338,65.85,2.4,1
2017-03-13 07:00:00,12.99,412.961421957672,250.11643452380957,250.1456488095238,295.096,510.8607326145553,605.4092083333334,66.5,2.03,1
2017-03-13 08:00:00,12.99,425.671016666666,250.29052,250.02042666666665,295.096,445.952079588862,568.7657533333334,65.94,1.79,1
2017-03-13 09:00:00,12.990000000000002,431.9291404494382,250.0392528089888,250.0395056179775,295.096,434.1086266502422,574.3720674157304,65.94,2.02,1
2017-03-13 10:00:00,12.990000000000002,435.72914772727273,250.2021534090909,250.12032954545452,295.096,765.408460873708,549.1046363636364,65.69,1.94,1
2017-03-13 11:00:00,12.990000000000002,415.81401123595504,250.1008146067416,250.0228820224719,295.096,448.8469466292135,549.430511235955,64.47,3.09,0
2017-03-13 12:00:00,12.99,408.007074231822,249.77057803468207,250.05308092485544,295.096,452.4327919075145,553.356514450867,66.17,1.38,1
2017-03-13 13:00:00,12.99,379.1970545225347,250.0735389221557,250.0453532934132,295.096,473.0336706586827,559.5927724550899,65.83,1.87,1
2017-03-13 14:00:00,12.990000000000002,365.4350983146068,249.87327528089887,250.10326966292132,295.096,494.1930786516854,570.3850505617978,66.41,1.8600000000000003,1
2017-03-13 15:00:00,12.990000000000002,345.88586781609195,250.18683908045975,250.29478735632185,295.096,449.8201781609195,550.8479770114942,66.23,1.27,1
2017-03-13 16:00:00,8.94,329.2064382022472,250.13484831460676,250.0241573033708,295.096,449.8778707865168,549.617488764045,65.49,1.9,1
2017-03-13 17:00:00,8.94,397.4670837988826,249.99448044692735,250.08707262569837,295.096,535.5678659217878,561.1205977653631,65.62,2.48,1
2017-03-13 18:00:00,8.94,430.213905027933,250.00311731843573,250.1907150837989,295.096,603.8211899441341,600.1748882681563,65.15,3.01,0
2017-03-13 19:00:00,8.94,443.24487150837984,250.23267597765363,250.1115642458101,295.096,600.909966480447,599.7822960893855,64.98,2.9,1
2017-03-13 20:00:00,8.94,441.4657150837989,249.8577150837989,250.09082122905028,295.096,599.7383966480446,599.8150670391061,63.56,4.17,0
2017-03-13 21:00:00,8.94,439.6072555555555,250.04638333333332,250.0959055555556,295.096,599.7815111111112,600.6921555555556,64.59,3.88,0
2017-03-13 22:00:00,8.94,437.90619444444445,249.91476666666668,250.05340555555557,295.096,590.1053388888888,585.9835111111112,63.99,4.3,0
2017-03-13 23:00:00,8.94,435.5546055555556,250.00972222222225,250.02505,295.096,448.4725277777777,449.46279444444446,64.07,4.08,0
2017-03-14 00:00:00,8.94,433.6238611111111,250.02003333333332,250.00098888888888,295.096,450.2796833333333,450.8421333333333,64.03,3.56,0
2017-03-14 01:00:00,10.69,434.4194183006536,249.0699411764706,249.89492156862747,295.096,448.5458627450981,449.8308758169935,63.60000000000001,4.17,0
2017-03-14 02:00:00,10.69,430.2977962962963,249.94119135802467,250.0781296296296,295.096,451.2588148148148,449.51677777777775,63.8,4.69,0
2017-03-14 03:00:00,10.69,430.72010071942447,250.0765395683453,250.1046043165468,295.096,450.9364892086331,449.8681942446043,63.47,4.39,0
2017-03-14 04:00:00,10.69,441.51215,249.8924111111111,250.07964444444443,295.096,451.0987166666667,449.5455111111111,64.05,3.99,0
2017-03-14 05:00:00,10.69,440.85924444444447,249.93124444444447,250.0223055555556,295.096,449.0038833333333,449.8134611111111,63.03,4.69,0
2017-03-14 06:00:00,10.69,438.8296111111112,250.45965,250.16795555555552,295.096,450.1006388888889,450.6091222222223,63.74,4.4,0
2017-03-14 07:00:00,8.87,415.7356825617828,249.91228402366863,249.96373372781065,295.096,520.3450959425189,471.9423609467456,63.6,4.71,0
2017-03-14 08:00:00,8.87,445.6144777777778,250.15115,250.0025777777778,295.096,450.7127388888889,451.0335500000001,64.41,4.06,0
2017-03-14 09:00:00,8.87,537.4185393258427,250.03755056179776,250.0952584269663,295.096,444.6253342696629,449.7683820224719,65.68,1.3,1
2017-03-14 11:00:00,8.87,522.2949666666666,250.05829444444447,250.11033333333333,295.096,449.2700444444444,449.52779444444445,66.06,1.24,1
2017-03-14 12:00:00,8.87,458.3711970955752,250.127390070922,249.98651773049647,295.096,534.62895035461,494.8208510638298,65.61,2.08,1
2017-03-14 13:00:00,8.87,526.5827833333333,250.1527888888889,250.05389444444444,295.096,450.0037222222222,451.0763944444445,65.04,2.66,1
2017-03-14 14:00:00,8.87,508.8240172896005,250.0563918128655,250.0090643274854,295.096,476.3211403508772,462.8470467836257,64.86,2.49,1
2017-03-14 15:00:00,8.87,533.3697333333333,250.0412055555556,250.02797777777775,295.096,450.3729222222223,449.8842111111111,66.89,1.31,1
2017-03-14 16:00:00,10.84,549.4896166666666,250.0631,250.0281888888889,295.096,450.4874722222222,450.9515777777778,64.04,4.26,0
2017-03-14 17:00:00,10.84,525.9924207317073,250.2066646341463,250.05575,295.096,450.1551402439025,449.59901219512193,65.36,3.2999999999999994,0
2017-03-14 18:00:00,10.84,525.1201666666667,250.03506111111116,249.9299111111111,295.096,450.22172777777774,449.3721111111111,65.64,3.11,0
2017-03-14 19:00:00,10.84,534.3213833333333,250.0829722222222,250.01677222222224,295.096,451.8269888888889,449.8377111111111,64.84,3.28,0
2017-03-14 20:00:00,10.84,512.9370112359551,249.96708988764044,250.0665224719101,295.096,496.96434422880446,469.6685561797752,64.63,3.770000000000001,0
2017-03-14 21:00:00,10.84,497.88975228161695,250.05770056497175,250.04831073446329,295.096,333.4055544515876,480.3343502824859,65.0,3.4800000000000004,0
2017-03-14 22:00:00,10.84,424.36173471681127,250.07263380281688,250.07174647887325,295.096,463.7311789659951,489.67759154929576,66.33,1.01,1
2017-03-15 00:00:00,10.84,307.9571578014184,250.0162340425532,250.0041489361702,295.096,802.0792858767177,448.5481985815603,66.33,1.01,1
2017-03-15 01:00:00,10.84,296.01745926966294,249.99583146067417,250.11169662921347,295.096,670.2111596451338,451.8098258426967,66.33,1.01,1
2017-03-15 02:00:00,10.84,287.063875,250.20582352941176,250.0727058823529,295.096,716.3447352941176,451.6972941176471,66.33,1.01,1
2017-03-15 03:00:00,10.84,260.1325,249.63292307692308,250.5306153846154,295.096,271.3017272727308,159.91928571428463,66.33,1.01,1
2017-03-15 04:00:00,10.84,420.97374408514696,249.9164696969697,250.08566666666664,295.096,471.8724696969697,455.7857878787879,66.33,1.01,1
2017-03-15 05:00:00,10.84,511.8126554047199,249.9365113636364,250.0276420454545,295.096,448.1728181818182,451.0869204545454,66.33,1.01,1
2017-03-15 06:00:00,10.84,553.482490859574,250.0109212598425,250.00377952755903,295.096,443.813251968504,442.8668897637795,66.33,1.01,1
2017-03-15 07:00:00,10.44,521.0010888888888,250.07961666666665,250.0869888888889,295.096,467.55341111111113,454.7196388888889,66.33,1.01,1
2017-03-15 08:00:00,10.44,481.7677976878613,250.0650578034682,250.02284393063584,295.096,449.9892543352601,450.623901734104,66.08,1.31,1
2017-03-15 09:00:00,10.44,494.8614444444444,250.05221111111112,250.02962222222223,295.096,450.3943055555556,450.66217222222224,65.97,2.36,1
2017-03-15 10:00:00,10.44,509.0732215909091,250.0980113636364,250.0569488636364,295.096,451.8911647727273,449.52391477272727,66.49,1.81,1
2017-03-15 11:00:00,10.44,454.4334312678064,250.10310897435895,250.06842948717951,295.096,544.7275769230769,484.3118397435897,66.82,1.45,1
2017-03-15 12:00:00,10.44,504.2334241573033,250.0237528089888,250.06224719101124,295.096,518.0117331460674,478.5355505617977,66.89,1.23,1
2017-03-15 13:00:00,10.44,511.8575586592179,250.1018715083799,250.00022346368715,295.096,486.2007932960894,463.6712122905028,66.62,1.39,1
2017-03-15 14:00:00,10.44,489.4915083798883,250.17714525139667,250.08285474860332,295.096,545.3691955307262,545.7719329608939,66.63,1.06,1
2017-03-15 15:00:00,10.44,485.2471666666667,250.04191111111112,250.0371111111111,295.096,549.7479055555556,550.1054277777778,65.04,3.52,0
2017-03-15 16:00:00,10.1,470.0650847457628,250.088,250.03689830508475,295.096,549.2324463276836,550.3407909604521,64.67,3.86,0
2017-03-15 17:00:00,10.1,523.4518427672956,249.92640880503143,250.03999371069185,295.096,550.4146540880503,548.843855345912,66.58,1.41,1
2017-03-15 18:00:00,10.1,514.7183966480446,250.038061452514,250.00193296089384,295.096,515.7863366613195,530.5883854748603,66.94,1.19,1
2017-03-15 19:00:00,10.1,500.1221611111111,250.0287277777778,250.0856333333333,295.096,294.7135074257439,449.1711777777778,66.47,1.7200000000000002,1
2017-03-15 20:00:00,10.1,492.7996555555556,250.03587777777776,250.03276111111109,295.096,566.8248272277228,450.4659444444444,66.74,1.8300000000000003,1
2017-03-15 21:00:00,10.1,490.9127027777778,250.00961666666663,250.0124888888889,295.096,435.7436388888889,463.71035,66.45,1.73,1
2017-03-15 22:00:00,10.1,465.37739166666665,250.00336666666664,250.11475,295.096,449.6706833333333,449.6920611111111,66.62,1.41,1
2017-03-15 23:00:00,10.1,462.5488027777777,249.9479,249.9591,295.096,451.0249666666667,450.4599388888889,66.61,1.76,1
2017-03-16 00:00:00,10.1,504.1610222222222,250.0093888888889,250.04378333333332,295.096,450.5759166666666,449.9570777777778,66.49,1.16,1
2017-03-16 01:00:00,12.95,520.2939055555556,249.9888,250.09401111111112,295.096,450.2354,450.3948555555555,67.1,1.34,1
2017-03-16 02:00:00,12.95,517.2340388888889,250.02154444444443,250.0769111111111,295.096,463.0199,462.8497611111111,67.45,1.06,1
2017-03-16 03:00:00,12.95,444.3438691189048,250.01431736526948,250.0970958083832,295.096,565.6698622754491,560.4101676646707,65.39,2.35,1
2017-03-16 04:00:00,12.95,342.8546238038296,249.99242763157892,249.96049342105263,295.096,585.7424078947369,576.0276315789473,65.39,2.35,1
2017-03-16 05:00:00,12.95,348.25426207792003,250.0181942857143,249.9882171428572,295.096,591.7257257142857,560.2008742857143,64.03,3.78,0
2017-03-29 12:00:00,9.34,354.07345208333334,199.95695,199.5443,295.09600000000006,746.269973539025,831.0618699295584,66.44,1.36,1
2017-03-29 13:00:00,9.34,357.13530592396205,199.86606896551723,200.06813793103447,295.096,789.7383196833,879.8273490073138,66.57,1.43,1
2017-03-29 14:00:00,9.340000000000002,473.55185454545455,199.98038181818183,199.78414545454547,295.096,775.7437771079964,878.1681017316018,66.64,1.33,1
2017-03-29 17:00:00,9.56,375.4977072368417,199.72777083333327,200.113375,295.096,786.7709623059395,852.5564036458333,66.19,1.64,1
2017-03-30 01:00:00,9.19,318.09505,199.1155,199.6409,295.096,813.01322368421,877.09924264705,63.39,3.8,0
2017-03-30 02:00:00,9.19,319.92218333333,199.4518,200.1006,295.096,804.39573049536,874.51086029413,63.39,3.8,0
2017-03-30 03:00:00,9.19,457.0755742992406,200.16265625,199.93853125,295.096,771.3648629079125,846.3751944852969,63.39,3.8,0
2017-03-30 04:00:00,9.19,424.8619567567568,200.72116216216216,200.33186486486488,295.096,808.0460126580243,854.877211219627,63.89999999999999,2.77,1
2017-03-30 05:00:00,9.19,272.0239375,203.891,198.488,295.096,827.1938333333,842.1308461538,65.68,1.64,1
2017-03-30 06:00:00,9.19,383.61246363636366,200.41095454545456,199.8779090909091,295.096,765.94301292235,863.7383490909091,66.04,2.37,1
2017-03-30 07:00:00,8.24,449.8757160560345,200.1994310344828,200.04192241379312,295.096,815.1301597317077,863.9551899504027,66.34,2.04,1
2017-03-30 11:00:00,8.24,421.33577192982455,199.9517543859649,200.1992807017544,295.096,824.3225205001474,874.5821809056561,65.03,2.8,1
2017-03-30 12:00:00,8.24,467.74954172662495,199.77856666666668,200.0618,295.09600000000006,823.496903314925,880.1403520962733,64.99,2.63,1
2017-03-30 13:00:00,8.24,268.34027272727315,199.9749268292683,199.99204878048775,295.096,819.2003780487804,834.6276774193561,64.99,2.63,1
2017-03-30 14:00:00,8.24,387.9846140350895,199.52763157894736,200.22736842105263,295.096,810.7829675252,877.8803406015,64.99,2.63,1
2017-03-30 22:00:00,8.4,470.7103170731707,200.04229268292684,200.1774024390244,295.096,784.0067916806256,873.5016779471549,63.79,4.81,0
2017-03-30 23:00:00,8.4,498.6792769230769,200.6326,199.60569230769232,295.096,799.1867763585046,804.7532174165461,63.82,4.91,0
2017-03-31 00:00:00,8.4,538.8044611111111,199.7582,199.83047777777776,295.096,800.8764388888889,801.1642055555556,64.54,3.9100000000000006,0
2017-03-31 01:00:00,20.14,553.3341508379888,196.73951396648044,199.89396089385477,295.096,795.8345893854748,801.1228631284915,63.78,5.07,0
2017-03-31 02:00:00,20.14,467.5587435064937,199.98108522727276,199.96196590909088,295.096,798.9592575757574,804.5663295454546,63.45,4.48,0
2017-03-31 03:00:00,20.14,518.8403277777778,200.13487222222224,199.8965055555556,295.096,800.0833833333332,800.7352222222222,64.53,3.52,0
2017-03-31 04:00:00,20.14,550.0295388888889,199.81264444444443,200.0323277777778,295.096,800.8634333333333,800.1900722222222,65.68,2.47,1
2017-03-31 05:00:00,20.14,559.3004157303371,200.798797752809,200.03846629213484,295.096,800.1767808988765,798.8681629213482,65.17,1.7800000000000002,1
2017-03-31 06:00:00,20.14,554.7574914285715,200.72026857142856,199.9629371428572,295.096,800.7171028571428,800.60132,66.49,1.91,1
2017-03-31 07:00:00,9.22,569.6281807228916,200.4545963855422,200.0076807228916,295.096,800.3973192771084,800.9295963855421,66.34,2.26,1
2017-03-31 08:00:00,9.22,549.0690727272727,200.07334545454543,199.8909212121212,295.096,800.972393939394,800.4280666666666,66.92,1.02,1
2017-03-31 09:00:00,9.22,562.4439318181818,178.97229950902727,178.90954195159603,295.096,800.8742670454546,800.8137386363636,67.44,1.06,1
2017-03-31 10:00:00,9.22,563.3949277777778,177.40673066601724,177.20266531465222,295.096,800.3709555555555,800.5160777777778,67.44,1.06,1
2017-03-31 11:00:00,9.22,561.8043166666666,177.33067309099832,177.72775381022723,295.096,801.065,800.7920388888889,67.44,1.06,1
2017-03-31 12:00:00,9.22,530.3683888888888,177.25461551598,178.25284230580223,295.096,800.6036777777779,799.4714000000001,66.9,1.44,1
2017-03-31 13:00:00,9.22,504.3561944444445,177.17855794096167,178.77793080137778,295.096,800.791238888889,799.0302333333334,65.91,1.7,1
2017-03-31 14:00:00,9.22,534.8222824858757,177.1028954547277,179.30029167152824,295.096,801.0696327683617,800.5250169491526,65.45,1.7400000000000002,1
2017-03-31 15:00:00,9.22,556.0114166666666,177.02644279092556,179.82810779252722,295.096,800.6698722222221,800.4857499999999,65.66,1.99,1
2017-03-31 16:00:00,9.22,546.8573222222223,176.95038521590723,180.3531962881028,295.096,799.428761111111,800.5236055555556,65.09,2.27,1
2017-03-31 17:00:00,9.22,494.3407555555555,176.87432764088945,180.87828478367945,295.096,801.0637722222222,801.2993722222221,64.03,3.11,0
2017-03-31 18:00:00,9.22,488.51247777777775,176.79827006587112,181.40337327925388,295.096,801.17385,800.503961111111,64.03,3.11,0
2017-03-31 19:00:00,9.22,547.5087555555556,176.72221249085277,181.92846177482832,295.096,800.3190777777778,799.9716611111112,64.03,3.11,0
2017-03-31 20:00:00,9.22,552.9140833333333,176.64615491583444,182.45355027040333,295.096,799.6263166666666,799.094661111111,64.03,3.11,0
2017-03-31 21:00:00,9.22,571.5412666666666,176.570097340815,182.97863876597944,295.096,800.6126611111112,800.2965499999999,64.03,3.11,0
2017-03-31 22:00:00,9.22,573.3126444444445,176.49403976579725,183.50372726155496,295.096,800.4213611111111,800.1817944444444,64.03,3.11,0
2017-03-31 23:00:00,9.22,558.7865888888889,176.41798219077887,184.02881575712945,295.096,799.8141055555554,801.2347444444443,64.03,3.11,0
2017-04-01 00:00:00,9.22,555.2750833333333,176.34192461576055,184.553904252705,295.096,799.1432833333333,799.9319611111111,64.03,3.11,0
2017-04-01 01:00:00,9.22,575.2917111111111,176.26586704074222,185.0789927482805,295.096,800.2036722222222,798.9376944444444,64.03,3.11,0
2017-04-01 02:00:00,9.22,566.0729166666666,176.18980946572444,185.604081243855,295.096,799.8056166666667,798.7442166666667,64.03,3.11,0
2017-04-01 03:00:00,9.22,566.9546277777778,176.1137518907061,186.12916973943,295.096,800.8443611111111,799.7478777777777,64.03,3.11,0
2017-04-01 04:00:00,9.22,571.24495,176.03769431568833,186.65425823500613,295.096,800.4622222222223,799.5354666666666,64.03,3.11,0
2017-04-01 05:00:00,9.22,575.4623222222222,175.96163674067,187.17934673058164,295.096,799.6964055555555,800.3627944444444,64.03,3.11,0
2017-04-01 06:00:00,9.22,576.2546611111112,175.88557916565168,187.7044352261561,295.096,801.4869722222222,800.8177333333334,64.03,3.11,0
2017-04-01 07:00:00,9.22,577.3714777777777,176.64597660811611,191.61359342428776,295.096,799.4979888888889,800.8572222222222,64.03,3.11,0
