date,% Iron Feed,% Silica Feed,Starch Flow,Amina Flow,Ore Pulp Flow,Ore Pulp pH,Ore Pulp Density,Flotation Column 01 Air Flow,Flotation Column 02 Air Flow,Flotation Column 03 Air Flow,Flotation Column 04 Air Flow,Flotation Column 05 Air Flow,Flotation Column 06 Air Flow,Flotation Column 07 Air Flow,Flotation Column 01 Level,Flotation Column 02 Level,Flotation Column 03 Level,Flotation Column 04 Level,Flotation Column 05 Level,Flotation Column 06 Level,Flotation Column 07 Level,% Iron Concentrate,% Silica Concentrate,Purity
2017-03-10 11:00:00,54.95,17.4,3687.3317333333334,518.7408555555556,400.1364444444444,10.199152222222223,1.7749379444444444,250.37568333333334,250.31224444444445,250.0917611111111,295.096,306.4,250.09097777777777,250.05484444444446,549.3336055555556,551.1949611111111,549.6130166666667,550.8432027777778,552.5506055555555,549.6690416666667,550.4235444444445,65.55,2.83,1
2017-03-10 12:00:00,54.95,17.4,4497.958333333333,559.8309,399.7618722222222,10.053221222222222,1.776437,250.20953333333333,250.20711666666668,250.04512777777776,295.096,306.4,250.06025,250.10958333333332,551.1101833333333,549.5186555555555,550.13735,551.1719833333333,547.1877333333333,543.1300111111111,548.7139722222222,65.55,2.83,1
2017-03-10 13:00:00,54.95,17.4,4707.070111111111,543.6981777777778,400.4066833333333,10.313012777777779,1.7735975555555556,250.1952111111111,250.07331111111114,250.1187111111111,295.096,306.4,250.02929999999998,250.02929444444445,550.5890333333333,550.0930555555556,549.3815888888889,551.3063111111111,547.9603944444444,554.8777833333334,549.3793222222223,66.74,1.5,1
2017-03-10 14:00:00,54.95,17.4,4253.600277777778,530.333161111111,399.6413444444444,10.401227777777779,1.7799511666666668,249.97116666666665,249.55654444444446,249.97821666666667,295.096,306.4,250.06269444444447,249.97455555555555,550.8629166666667,548.7506944444444,550.4247111111112,553.9048,550.9978444444444,550.8668722222222,550.2386611111111,66.26,1.94,1
2017-03-10 15:00:00,54.95,17.4,5412.190670391062,517.8753575418995,399.059782122905,10.262232960893854,1.7826651955307264,249.9704469273743,250.1924245810056,250.14211173184358,295.096,306.4,250.0594748603352,250.0777150837989,549.7827094972067,550.4647094972067,549.426877094972,551.699251396648,550.3666033519553,555.9577318435754,551.0269832402234,67.6,1.09,1
2017-03-10 16:00:00,55.99,17.16,5306.3414999999995,523.7905,399.31058333333334,10.36640388888889,1.780677,250.42435,249.7874,250.01385000000002,295.096,306.4,250.03806111111112,250.01431666666664,549.0508277777778,549.3156611111111,550.3531,549.8356277777777,551.3209277777778,562.8201055555556,550.3192111111111,67.3,1.51,1
2017-03-10 17:00:00,55.99,17.16,5298.098770949721,556.633782122905,399.50243575418995,10.36144748603352,1.7670083240223464,250.00958100558657,250.2905027932961,250.08030167597767,295.096,306.4,250.0108156424581,249.98832960893856,549.6370446927374,550.8783240223464,549.6475195530726,549.1621787709497,550.0429776536313,565.6279162011173,549.9507318435755,66.3,1.96,1
2017-03-10 18:00:00,55.99,17.16,5252.405011111111,525.4858944444444,400.5909444444444,10.273950555555555,1.7545879444444443,249.71306666666666,249.9907,250.06307222222225,295.096,306.4,249.99835000000002,250.04730555555554,550.0750833333333,549.6167666666666,549.6145611111111,549.6146222222222,548.8206833333334,565.0932777777778,549.09445,66.21,3.5700000000000003,0
2017-03-10 19:00:00,55.99,17.16,4371.014011173185,469.2108715083799,399.12317318435754,10.398803910614525,1.751624245810056,250.1914413407821,249.9662402234637,250.07092737430165,295.096,306.4,250.0212402234637,250.04801675977654,550.0448491620112,549.3005418994413,549.3169329608938,549.7274022346369,549.652497206704,559.0104469273742,550.3219832402234,67.24,1.12,1
2017-03-10 20:00:00,55.989999999999995,17.16,4608.297893491124,443.269775147929,399.59465088757395,10.09814402366864,1.7409658579881657,249.93859763313608,250.21287573964497,250.06018934911242,295.096,306.4,249.93087573964496,250.01363905325445,522.749224852071,525.0798846153846,523.0409408284023,513.9995325443787,522.8686449704143,542.4094230769231,524.1087100591716,66.23,1.49,1
2017-03-10 21:00:00,55.99000000000001,17.16,4420.13489044944,431.1602415730337,399.2160674157304,10.118412921348316,1.6938475280898877,249.96978651685396,250.27555056179776,250.00865730337077,295.096,306.4,250.05254494382024,250.11353932584268,476.45493258426967,485.34123876404493,475.65348876404494,413.3144044943821,441.9526516853933,467.02321910112363,450.9785280898876,66.42,1.4699999999999998,1
2017-03-10 22:00:00,55.99,17.16,2945.206549401198,434.9555209580838,400.3324395209581,9.989316646706587,1.7303522155688622,249.76384431137723,250.07428143712573,250.0284610778443,295.096,306.4,250.00617365269463,250.09346706586825,548.7264251497006,549.1767904191618,548.0008622754491,438.16997438456406,463.8753592814371,466.2003293413174,460.434251497006,67.16,1.16,1
2017-03-10 23:00:00,55.99,17.16,3744.6504426523306,358.67632258064515,400.8059677419355,9.876956967741934,1.6292687096774194,250.08427741935486,250.2338,250.07916129032256,295.096,306.4,250.06949032258066,249.94480000000001,549.7993483870968,549.8924387096774,549.484929032258,413.987284229391,529.0377522580645,552.8683548387097,529.1842425115207,67.17,1.15,1
2017-03-11 00:00:00,55.99,17.16,4774.976841269841,319.3154126984127,400.2863571428571,10.073017619047619,1.5914950793650793,250.20303968253967,250.24634126984128,250.05055555555555,295.096,306.4,250.0572222222222,250.05035714285717,550.3136190476191,549.8295476190476,548.6912539682539,475.62774428104603,543.3470555555556,553.2956507936508,536.3602182539682,67.03,1.23,1
2017-03-11 01:00:00,60.65999999999999,8.25,5160.176813291139,366.5250379746835,400.4317594936709,10.278217088607596,1.7206117088607595,250.2321582278481,250.5473481012658,250.0506392405063,295.096,306.4,250.0687848101266,249.90563924050633,549.9133164556962,550.8087784810126,549.9433670886076,354.7783220313437,554.4099377637133,551.9708101265824,549.9052235081373,67.44,1.17,1
2017-03-11 02:00:00,60.66,8.25,3113.241534090909,357.21271590909095,399.89406818181817,10.305496022727272,1.7523158522727273,249.74028409090909,249.8966818181818,250.06107386363638,295.096,306.4,250.0755681818182,249.704125,549.3538693181819,553.7023295454545,549.8189772727272,503.8607713068182,544.1489886363636,550.506653409091,543.8848267045455,66.4,2.5,1
2017-03-11 03:00:00,60.66,8.25,3182.151258278146,331.547059602649,398.439821192053,10.041721390728476,1.7356165562913908,249.55585430463577,250.03117880794701,249.5937880794702,295.096,306.4,250.1692913907285,250.02086754966885,551.7270066225166,552.3021986754967,550.5951456953642,433.43870860927154,537.6852649006623,554.8650993377483,539.5854593618305,65.12,4.14,0
2017-03-11 04:00:00,60.66,8.25,3063.2518343195266,319.23413017751477,400.3429940828402,10.165105680473372,1.7504901183431953,250.03658579881656,250.12040236686389,250.04205917159763,295.096,306.4,250.03536094674558,250.0664378698225,549.7140710059172,549.7530473372781,550.0009289940829,469.4894269320426,542.921976331361,550.1235680473372,542.4231360946745,64.26,3.3399999999999994,0
2017-03-11 05:00:00,60.65999999999999,8.25,2315.867189083821,330.74431578947366,400.0292456140351,9.938961228070175,1.75738783625731,249.91080701754385,250.25632163742688,249.95670760233918,295.096,306.4,250.0207485380117,250.0378304093567,549.871596491228,549.7461286549708,550.5228947368421,494.90637012670584,554.0352397660819,553.299134502924,550.3590760233918,64.08,4.08,0
2017-03-11 07:00:00,59.89000000000001,8.98,2630.508987341772,363.7257329113924,399.62308179162596,9.954636518987343,1.6558279324898735,249.98630379746837,250.23086075949368,250.11625949367087,295.096,306.4,249.756917721519,249.93782911392407,555.8864620253165,561.3922362869196,557.1726772151899,531.1010487341772,531.7981786216595,564.4441693037975,539.406027637131,63.33,4.96,0
2017-03-11 08:00:00,59.89,8.98,2401.3102151162793,478.95598255813957,400.63100000000003,9.97688808139535,1.7430375581395348,250.05524999999997,249.82766279069767,250.09098837209302,295.096,306.4,250.03499999999997,249.72573837209302,549.6022616279071,549.8237906976744,548.4292790697674,480.1332703488372,542.30925,556.2634796511628,538.2524302325581,63.33,4.96,0
2017-03-11 09:00:00,59.89,8.98,853.4900633820854,541.4624988535032,400.16929845313945,9.510387070063695,1.7191186764019106,249.96152229299364,249.78049681528663,250.0112993630573,295.096,306.4,250.10970700636943,250.0856050955414,580.1672255526414,497.848159985014,586.7915977707006,534.9313805732484,547.8937324840765,551.6799363057324,548.0179629415172,65.15,2.97,1
2017-03-11 10:00:00,59.89,8.98,2218.198274462513,559.5588833333334,399.55378333333334,9.348196777777778,1.76645,250.47198333333336,250.2120222222222,250.07314444444444,295.096,306.4,250.24599999999998,250.04942777777777,549.8924666666667,239.78960180180167,550.5959388888889,548.7799888888889,548.4153277777779,551.9240055555555,550.7638,65.65,2.67,1
2017-03-11 11:00:00,59.89000000000001,8.98,2040.0150065789476,512.8435921052632,398.7139054437566,9.509160263157895,1.7510131578947368,250.10930263157897,250.33711842105262,249.83040789473685,295.096,306.4,250.13890131578947,249.94238815789475,550.989177631579,417.0589209887316,550.2133355263157,550.6283355263158,549.6948552631579,557.2419736842105,549.3910328947369,66.47,1.59,1
2017-03-11 12:00:00,59.89000000000001,8.98,3111.3354285714286,447.25678881987574,398.63002373034226,9.530034409937889,1.746708695652174,250.20065217391306,249.9865652173913,249.9922857142857,295.096,306.4,249.96075776397515,249.94351552795032,549.3904099378882,723.8571086956522,548.4689316770186,549.7459937888199,548.4711925465838,554.4642857142857,549.2878385093168,66.21,1.52,1
2017-03-11 13:00:00,59.89,8.98,3158.563823529412,499.8792352941177,399.48601190058673,9.585370955882352,1.7497617647058823,249.95063235294117,250.26722058823526,250.11607352941178,295.096,306.4,250.04519117647058,250.01747794117648,549.3606617647059,756.2377225413603,548.1700808823529,546.6061421568625,550.3508529411765,551.1674044117648,550.9851323529412,66.41,1.82,1
2017-03-11 14:00:00,59.89,8.98,3436.727311111111,385.14062962962964,400.98718025269704,9.631245111111111,1.7608954814814815,250.18655555555554,250.43536296296296,250.10365925925925,295.096,306.4,250.30101481481483,249.93051111111112,553.3954148148148,781.8545774305555,564.025088888889,560.6657925925925,554.6166812345682,570.5208666666666,555.2416962962963,64.92,2.98,1
2017-03-11 15:00:00,59.89,8.98,3312.6380864197536,477.89829629629634,400.05313638545925,9.774522222222222,1.7502843827160492,250.08335802469136,250.6567037037037,250.0231913580247,295.096,306.4,250.16393827160493,249.94092592592594,548.6597283950617,813.3094916087963,549.4050802469136,551.7495432098766,550.58512345679,557.5281543209877,548.3556234567901,66.16,1.99,1
2017-03-11 16:00:00,59.660000000000004,9.09,3404.929022988506,512.6098620689655,399.8720459770115,9.864968850574712,1.737327988505747,250.198683908046,249.98304022988506,249.99406896551724,295.096,306.4,249.99116091954022,250.11382758620687,497.83167241379306,462.2567431752874,498.2939770114943,496.78950574712644,497.2850632183908,511.75673563218396,503.9209252873563,65.58,2.36,1
2017-03-11 17:00:00,59.66,9.09,3588.754606060606,540.9539441077443,399.89312320406844,10.001622242424242,1.7431744848484847,249.6241393939394,250.15350303030303,250.12861212121211,295.096,306.4,250.1312,250.17055151515154,452.9921939393939,452.9009212121212,456.9660666666667,450.9091878787879,437.8814787878788,458.39229090909095,448.9946121212121,66.21,1.8299999999999998,1
2017-03-11 18:00:00,59.66,9.09,3284.7553583333333,558.0600944444444,399.7347666666667,9.926153666666666,1.7600316111111112,249.97576666666666,250.42563333333334,250.02784444444447,295.096,306.4,249.92795,250.13533333333334,450.31961666666666,449.74884444444444,449.7403611111111,449.11316111111114,449.8549,455.0803333333334,450.73249444444446,66.21,1.8300000000000003,1
2017-03-11 19:00:00,59.66,9.09,3262.6702507407404,568.9276055555555,398.7177666666667,9.993892722222222,1.7731848888888888,249.65188333333333,250.14959444444446,249.97806111111112,295.096,306.4,249.7083888888889,250.02170555555554,449.39903333333336,449.98763888888885,450.0069611111111,450.1741444444445,449.24586111111114,451.6434111111111,450.2617666666667,65.5,3.42,0
2017-03-11 20:00:00,59.66,9.09,3011.667341713222,570.8372737430168,400.0498770949721,9.935458826815642,1.7757019553072628,250.07856983240222,250.10160893854749,250.04598324022345,295.096,306.4,249.95815083798882,250.04445810055864,529.2535977653631,443.56120262140115,529.6057932960894,530.8491396648045,530.5750111731843,494.2357150837989,490.87041899441334,64.565,3.865,0
2017-03-11 21:00:00,59.66,9.09,2958.460811111111,554.1030722222222,400.55912222222224,9.897945277777778,1.7540961666666666,249.83912222222222,250.2972611111111,250.02152777777778,295.096,306.4,250.02982222222224,250.06571666666665,550.3461111111111,549.7241,550.1634055555555,549.9484277777779,549.5753888888889,503.5049222222222,500.2048333333333,64.565,3.865,0
2017-03-11 22:00:00,59.66,9.09,3411.2059944444445,551.3229166666666,399.04406666666665,9.801847833333333,1.7551271666666666,249.91818888888886,249.97536666666667,250.07827777777777,295.096,306.4,250.03551666666664,250.08327777777777,456.9805444444445,459.5789277777777,458.1380777777778,459.12775555555555,458.0135333333333,463.6588222222222,458.66270555555553,62.95,4.97,0
2017-03-11 23:00:00,59.660000000000004,9.09,2990.188768786127,540.1496994219654,398.9042429968873,9.89111774566474,1.7513517341040463,250.14245664739883,250.36082080924854,250.05493063583813,295.096,306.4,250.05731213872832,250.00306936416186,450.3437283236994,449.7482832369942,449.61461271676296,450.56014450867053,451.67994219653184,455.36422543352603,450.4083179190751,62.83,5.06,0
2017-03-12 00:00:00,59.660000000000004,9.09,3122.967853448276,551.2976609195402,400.3576436781609,9.934067988505747,1.7494949425287358,249.65355172413794,249.97549425287355,250.02928735632182,295.096,306.4,249.66766666666666,250.01674137931036,450.1812988505747,449.97428735632184,449.3770172413793,450.2867931034483,452.3585747126437,452.0765057471265,451.7780632183908,64.72,3.5100000000000002,0
2017-03-12 01:00:00,58.84,11.46,3439.0641440677964,546.4749209039549,400.16922033898305,9.918858644067797,1.744048757062147,248.74095480225986,248.41903672316386,249.7131920903955,295.096,306.4,250.2100508474576,249.843604519774,450.76439548022597,304.8323997441638,449.91074011299435,429.28816384180794,442.9083502824859,451.282220338983,445.7298418079096,64.29,3.62,0
2017-03-12 02:00:00,58.84,11.46,2626.0350143570554,553.9433876404494,399.48463202247194,10.106280898876404,1.7527387640449439,250.4600842696629,250.31980337078653,250.14700561797753,295.096,306.4,250.45907303370785,250.61214044943821,450.6771179775281,371.5510835276657,449.2143932584269,457.509,452.54780337078654,455.16258426966294,451.8781685393258,63.61999999999999,4.92,0
2017-03-12 03:00:00,58.84,11.46,2833.164325,561.6618888888889,400.47102222222225,9.904691833333334,1.7646444444444447,250.16637777777777,249.82164444444444,250.01310555555554,295.096,306.4,250.17275555555554,250.13506666666666,450.0206,450.7644666666667,449.87170000000003,452.27750555555554,454.3700388888889,471.87115555555556,464.42258333333336,65.87,2.13,1
2017-03-12 04:00:00,58.84,11.46,3220.180522222222,558.8256,399.83428333333336,9.821314722222223,1.7604659444444444,250.22240555555558,250.24798333333334,250.07167222222222,295.096,306.4,250.15775555555555,250.12354444444443,449.9502722222222,450.28929999999997,449.7770611111111,451.37982222222223,452.27184444444447,461.12926666666664,453.43013333333334,65.16,2.77,1
2017-03-12 05:00:00,58.84,11.46,3097.3183888888893,548.8467888888889,398.9453166666667,9.708905166666666,1.751423388888889,250.09033333333335,249.99876666666665,250.08361111111114,295.096,306.4,249.94188333333332,249.74959444444445,449.6734666666667,450.44222777777776,449.49780000000004,444.34725000000003,440.2936833333333,451.99988333333334,445.55660555555556,65.87,2.03,1
2017-03-12 06:00:00,58.84,11.46,3630.4748502994016,497.027880239521,401.59244501905266,9.923388502994012,1.741611137724551,250.99478443113773,249.8880479041916,250.41050898203594,295.096,306.4,249.94252095808383,250.0712754491018,449.0592634730539,465.12061676646704,449.84311976047906,439.95426946107784,448.8855748502994,453.45328742514965,451.13064670658684,65.92,2.12,1
2017-03-12 07:00:00,58.82,11.46,3601.564178665497,519.5774104477613,399.18925684079625,9.74872134328358,1.7394937313432837,249.9637014925373,250.1700820895522,250.0922462686567,295.096,306.4,250.10943283582088,250.16750746268653,450.0225895522388,450.56944029850746,451.3795298507463,312.0879155880246,454.6350970149254,450.41911194029854,451.3209776119403,65.9,2.4,1
2017-03-12 08:00:00,58.82,11.46,3247.897388167525,512.4519032258064,400.68536645161294,9.771823677419354,1.7487553548387096,249.81567741935484,250.25400000000002,250.13589677419353,295.096,306.4,250.0544064516129,250.11189032258065,449.56924516129027,450.86118064516126,448.6843677419355,445.79315115207356,451.1119935483871,486.7247161290323,489.9781741935484,65.78,2.43,1
2017-03-12 09:00:00,58.82,11.46,3897.2770520231215,497.4821965317919,401.2705549132948,9.778850115606936,1.7399715028901732,250.0795317919075,250.10082080924857,249.98995375722544,295.096,306.4,250.18152601156072,250.0446994219653,449.8595202312139,450.26461271676305,450.9369537572254,444.0051791907514,447.9298439306358,550.3853815028901,544.1290192678225,65.15,2.9899999999999998,1
2017-03-12 10:00:00,58.82000000000001,11.46,3840.2357831325303,445.9396144578313,398.9061009991187,9.746618253012047,1.685368734939759,250.1398734939759,250.36850602409638,250.0956686746988,295.096,306.4,249.9248012048193,249.96996987951806,450.3758072289157,453.3531686746988,449.77642168674697,430.45936144578314,442.5020361445783,554.534843373494,543.9217891566265,62.95,5.04,0
2017-03-12 11:00:00,58.82,11.46,2886.6346379352085,308.97480952380954,390.9271010162601,9.915700535714286,1.7159164880952382,250.30470833333334,249.8866130952381,250.03029166666667,295.096,306.4,249.98455952380954,250.02836904761907,454.4665952380953,726.1486666666666,567.832244047619,464.47291964285716,449.6128095238096,556.2759656862744,551.6051220238095,63.830000000000005,4.71,0
2017-03-12 12:00:00,58.82,11.46,3324.1350694444445,435.4185,399.5905627004292,9.787164930555555,1.715239236111111,250.07571527777776,250.07930555555555,249.953875,295.096,306.4,250.07549305555554,250.1075972222222,450.38265972222223,408.3995418320118,280.76537326388893,462.2920798611111,464.87800694444445,559.6564444444444,559.8446115740743,64.09627992633541,4.266200122775,0
2017-03-12 13:00:00,58.82,11.46,3742.8542352941176,513.3238764705882,403.40712867647056,9.790383764705883,1.7,249.92082352941176,249.84768235294118,250.0362294117647,295.096,306.4,250.18287058823532,250.08230588235293,491.3946647058823,656.6315773557982,491.4860764705883,446.9149970588235,438.74694705882354,476.6402176470588,422.35967785014003,64.4,3.76,0
2017-03-12 14:00:00,58.82000000000001,11.46,4123.8877124183,529.7314052287581,402.08588562091506,10.057021241830066,1.7149132679738563,250.01518300653592,250.5408562091503,250.0583660130719,295.096,306.4,249.99173856209148,250.06822875816994,500.1515751633987,371.91907883153266,498.7302156862745,450.30545751633986,450.3423790849674,455.55720261437904,449.08028758169934,64.1,3.55,0
2017-03-12 15:00:00,58.82,11.46,3118.517055555555,536.7365,399.6371666666667,9.741321388888888,1.7303618333333333,250.17298333333335,249.85497777777778,250.04877222222223,295.096,306.4,249.94194444444446,250.03599444444444,499.9685944444444,368.98011388888887,499.6531444444445,450.85990555555554,448.6984611111111,452.05695555555553,449.18271111111113,64.29,3.0599999999999996,0
2017-03-12 16:00:00,59.05,11.2,3363.3812444444443,544.2283666666667,399.67968888888885,9.745005333333333,1.7439730555555555,249.9829888888889,249.8129111111111,250.06288333333336,295.096,306.4,250.24697777777777,250.04871666666668,499.93370555555555,500.0832555555556,499.7970166666667,449.25839444444443,450.06211666666667,450.11633888888895,451.9899555555555,66.55,1.44,1
2017-03-12 17:00:00,59.05,11.2,3951.460898876405,549.7813314606742,400.9440561797753,9.935360280898877,1.7511207865168539,250.02355056179778,249.95467977528088,249.9815449438202,295.096,306.4,250.0239606741573,250.02048314606742,500.58188764044945,499.8503483146067,499.3772471910112,452.5277191011236,451.51106741573034,453.3776741573033,452.6324943820225,66.25,1.5900000000000003,1
2017-03-12 18:00:00,59.05,11.2,3636.592111111111,534.8689611111112,399.2253777777778,9.825894444444446,1.7629234444444444,250.02477222222223,250.18305,250.05119444444443,295.096,306.4,249.9585888888889,250.02451666666667,499.77905000000004,500.3647555555556,500.3980388888889,500.8061333333334,501.1444388888889,500.4800833333333,501.30029444444443,66.92,1.52,1
2017-03-12 19:00:00,59.05,11.2,4084.4745833333336,515.1387333333333,399.1144666666667,9.873642722222222,1.7664018888888888,250.5809388888889,249.85666666666665,250.12394444444442,295.096,306.4,250.6788666666667,250.1804388888889,503.48286666666667,503.7948666666667,503.2109222222222,505.80481111111106,504.1973222222222,510.3854333333333,508.36066666666665,66.17,1.96,1
2017-03-12 20:00:00,59.05,11.2,4223.56986196319,313.9573374233129,402.006029025662,9.97501901840491,1.8339972116846626,250.08012883435583,250.3159509202454,250.08822699386505,295.096,306.4,250.4585337423313,249.9407239263804,816.8413900087644,792.8670298367343,858.8410971315755,559.0468773006136,562.3570368098159,588.0407975460122,558.2631625766871,67.11,1.9,1
2017-03-12 21:00:00,59.050000000000004,11.2,3951.1041447368425,476.8612434210526,400.6068355263158,9.922711184210526,1.766341710526316,250.32104605263157,249.74800657894738,249.9725065789474,295.096,306.4,250.13531578947368,250.04193421052634,531.521208411654,493.95070347088614,610.8198070058789,547.4219144736842,536.9740037593987,574.9230986842106,547.0325592105263,67.11,1.9000000000000001,1
2017-03-12 22:00:00,59.05,11.2,3605.434445,540.9814388888889,400.1186333333334,9.973541611111111,1.77,250.04488333333333,250.08674444444446,250.06414999999998,295.096,306.4,249.9788,250.0986,549.9891611111111,549.9279444444444,549.7069111111111,551.2358222222223,550.6285833333334,551.2265833333333,550.2040833333333,66.29,1.09,1
2017-03-12 23:00:00,59.05,11.2,3486.860978769841,535.7912111111111,399.0409166666667,10.092035,1.7635486666666667,250.06123333333332,249.98791111111112,250.1241333333333,295.096,306.4,250.25436666666667,250.01938333333334,551.0294333333333,549.8003166666666,549.1545888888888,550.1132388888889,549.4507388888888,551.5863222222222,550.1996777777778,67.22,1.0,1
2017-03-13 00:00:00,59.05,11.2,1202.9368932629977,506.5579112215909,400.19689473684207,9.955180568181818,1.6675001190465908,249.97456818181817,250.26167045454548,250.1083409090909,295.096,306.4,250.00070454545457,250.1684431818182,595.3537727272727,594.260287190083,598.3127318181819,567.5481355218852,573.02345,572.3529318181818,562.9347159090909,66.97,1.0,1
2017-03-13 01:00:00,57.35,12.27,3560.1065891800513,383.4339670329671,400.3556043956044,9.147522967032966,1.5784383516483516,250.09805494505494,249.71234065934067,249.97540659340657,295.096,306.4,250.1553846153846,249.8638021978022,551.6734175824176,343.18224175824173,526.2660744810747,531.6206703296704,508.4799622551363,551.5444175824176,520.144947032967,66.24,1.04,1
2017-03-13 02:00:00,57.35,12.270000000000001,3499.947005988024,441.7159221556886,399.3707964071856,9.63648880239521,1.6844888023952094,249.88719161676647,249.7904610778443,250.04104191616767,295.096,306.4,250.00851497005988,250.1611736526946,549.665377245509,244.12636899483536,549.8282934131736,543.9386963216425,538.2722095808383,551.4266586826346,545.02274251497,67.04,1.25,1
2017-03-13 03:00:00,57.349999999999994,12.270000000000001,3831.4053846153847,470.4176923076923,400.22317751479295,9.909458047337278,1.737223846153846,250.25428402366865,250.21461538461537,250.06952662721895,295.096,306.4,249.8977218934911,250.04221301775146,550.3749704142011,452.16442316682776,548.1017041420118,544.8709071005917,550.2871513102284,561.21224852071,548.2803522682443,66.42,2.46,1
2017-03-13 04:00:00,57.35,12.27,4014.3578488372095,455.42669186046516,400.3359593023256,10.201503488372094,1.742738546511628,250.0658023255814,250.01097093023256,250.00675,295.096,306.4,250.02422674418605,249.97497674418608,550.2982151162792,427.4588260286227,550.7445523255814,542.4659011627907,536.8719825581395,552.3019302325581,538.9172674418605,66.44,2.67,1
2017-03-13 05:00:00,57.35,12.27,4020.7256666666667,431.4927111111111,399.54738888888886,9.883688611111111,1.7383874444444445,250.04998333333336,250.59127777777778,250.08078333333333,295.096,306.4,250.03075555555554,250.04322222222223,548.7963611111111,460.6787611111111,549.2001333333334,554.0947055555556,550.6696111111111,550.2698944444445,554.9768666666666,66.61,1.95,1
