date,% Silica Feed,Amina Flow,Flotation Column 03 Air Flow,Flotation Column 04 Air Flow,Ave_Flot_Air_Flow,Ave_Flot_Level,% Iron Concentrate,% Silica Concentrate,Purity
2017-03-12 17:00:00,11.2,549.7813315,249.9815449,295.096,265.0336985,499.6137978,66.25,1.59,1
2017-03-12 18:00:00,11.2,534.8689611,250.0511944,295.096,265.0573222,500.3813972,66.92,1.52,1
2017-03-12 19:00:00,11.2,515.1387333,250.1239444,295.096,265.2669611,503.5028944,66.17,1.96,1
2017-03-12 20:00:00,11.2,313.9573374,250.088227,295.096,265.0881186,825.8540635,67.11,1.9,1
2017-03-12 21:00:00,11.2,476.8612434,249.9725066,295.096,265.1298509,552.3852552,67.11,1.9,1
2017-03-12 22:00:00,11.2,540.9814389,250.06415,295.096,265.0683444,549.8174278,66.29,1.09,1
2017-03-12 23:00:00,11.2,535.7912111,250.1241333,295.096,265.0937889,549.4774528,67.22,1,1
2017-03-13 0:00:00,11.2,506.5579112,250.1083409,295.096,265.0596364,596.2865095,66.97,1,1
2017-03-13 1:00:00,12.27,383.433967,249.9754066,295.096,265.0564872,434.7241581,66.24,1.04,1
2017-03-13 2:00:00,12.27,441.7159222,250.0410419,295.096,265.0080778,396.9773312,67.04,1.25,1
2017-03-13 3:00:00,12.27,470.4176923,250.0695266,295.096,265.1399369,500.1330637,66.42,2.46,1
2017-03-13 4:00:00,12.27,455.4266919,250.00675,295.096,265.0561841,489.1016892,66.44,2.67,1
2017-03-13 5:00:00,12.27,431.4927111,250.0807833,295.096,265.0755889,504.9394472,66.61,1.95,1
2017-03-13 6:00:00,12.27,420.0493205,250.0621429,295.096,265.1100584,501.4296219,65.85,2.4,1
2017-03-13 7:00:00,12.99,412.961422,250.1456488,295.096,265.1193611,558.1349705,66.5,2.03,1
2017-03-13 8:00:00,12.99,425.6710167,250.0204267,295.096,265.1356489,507.3589165,65.94,1.79,1
2017-03-13 9:00:00,12.99,431.9291404,250.0395056,295.096,265.0582528,504.240347,65.94,2.02,1
2017-03-13 10:00:00,12.99,435.7291477,250.1203295,295.096,265.1394943,657.2565486,65.69,1.94,1
2017-03-13 11:00:00,12.99,415.8140112,250.022882,295.096,265.0732322,499.1387289,64.47,3.09,0
2017-03-13 12:00:00,12.99,408.0070742,250.0530809,295.096,264.9732197,502.8946532,66.17,1.38,1
2017-03-13 13:00:00,12.99,379.1970545,250.0453533,295.096,265.0716307,516.3132216,65.83,1.87,1
2017-03-13 14:00:00,12.99,365.4350983,250.1032697,295.096,265.0241816,532.2890646,66.41,1.86,1
2017-03-13 15:00:00,12.99,345.8858678,250.2947874,295.096,265.1925421,500.3340776,66.23,1.27,1
2017-03-13 16:00:00,8.94,329.2064382,250.0241573,295.096,265.0850019,499.7476798,65.49,1.9,1
2017-03-13 17:00:00,8.94,397.4670838,250.0870726,295.096,265.0591844,548.3442318,65.62,2.48,1
2017-03-13 18:00:00,8.94,430.213905,250.1907151,295.096,265.0966108,601.9980391,65.15,3.01,0
2017-03-13 19:00:00,8.94,443.2448715,250.1115642,295.096,265.1467467,600.3461313,64.98,2.9,1
2017-03-13 20:00:00,8.94,441.4657151,250.0908212,295.096,265.0148454,599.7767318,63.56,4.17,0
2017-03-13 21:00:00,8.94,439.6072556,250.0959056,295.096,265.0794296,600.2368333,64.59,3.88,0
2017-03-13 22:00:00,8.94,437.9061944,250.0534056,295.096,265.0213907,588.044425,63.99,4.3,0
2017-03-13 23:00:00,8.94,435.5546056,250.02505,295.096,265.0435907,448.9676611,64.07,4.08,0
2017-03-14 0:00:00,8.94,433.6238611,250.0009889,295.096,265.0390074,450.5609083,64.03,3.56,0
2017-03-14 1:00:00,10.69,434.4194183,249.8949216,295.096,264.6869542,449.1883693,63.6,4.17,0
2017-03-14 2:00:00,10.69,430.2977963,250.0781296,295.096,265.0384403,450.3877963,63.8,4.69,0
2017-03-14 3:00:00,10.69,430.7201007,250.1046043,295.096,265.0923813,450.4023417,63.47,4.39,0
2017-03-14 4:00:00,10.69,441.51215,250.0796444,295.096,265.0226852,450.3221139,64.05,3.99,0
2017-03-14 5:00:00,10.69,440.8592444,250.0223056,295.096,265.0165167,449.4086722,63.03,4.69,0
2017-03-14 6:00:00,10.69,438.8296111,250.1679556,295.096,265.2412019,450.3548806,63.74,4.4,0
2017-03-14 7:00:00,8.87,415.7356826,249.9637337,295.096,264.9906726,496.1437284,63.6,4.71,0
2017-03-14 8:00:00,8.87,445.6144778,250.0025778,295.096,265.0832426,450.8731444,64.41,4.06,0
2017-03-14 9:00:00,8.87,537.4185393,250.0952584,295.096,265.0762697,447.1968581,65.68,1.3,1
2017-03-14 11:00:00,8.87,522.2949667,250.1103333,295.096,265.0882093,449.3989194,66.06,1.24,1
2017-03-14 12:00:00,8.87,458.3711971,249.9865177,295.096,265.0699693,514.7249007,65.61,2.08,1
2017-03-14 13:00:00,8.87,526.5827833,250.0538944,295.096,265.1008944,450.5400583,65.04,2.66,1
2017-03-14 14:00:00,8.87,508.8240173,250.0090643,295.096,265.0538187,469.5840936,64.86,2.49,1
2017-03-14 15:00:00,8.87,533.3697333,250.0279778,295.096,265.0550611,450.1285667,66.89,1.31,1
2017-03-14 16:00:00,10.84,549.4896167,250.0281889,295.096,265.0624296,450.719525,64.04,4.26,0
2017-03-14 17:00:00,10.84,525.9924207,250.05575,295.096,265.1194715,449.8770762,65.36,3.3,0
2017-03-14 18:00:00,10.84,525.1201667,249.9299111,295.096,265.0203241,449.7969194,65.64,3.11,0
2017-03-14 19:00:00,10.84,534.3213833,250.0167722,295.096,265.0652481,450.83235,64.84,3.28,0
2017-03-14 20:00:00,10.84,512.9370112,250.0665225,295.096,265.0432041,483.3164502,64.63,3.77,0
2017-03-14 21:00:00,10.84,497.8897523,250.0483107,295.096,265.0673371,406.8699524,65,3.48,0
2017-03-14 22:00:00,10.84,424.3617347,250.0717465,295.096,265.0801268,476.7043853,66.33,1.01,1
2017-03-15 0:00:00,10.84,307.9571578,250.0041489,295.096,265.0387943,625.3137422,66.33,1.01,1
2017-03-15 1:00:00,10.84,296.0174593,250.1116966,295.096,265.0678427,561.0104927,66.33,1.01,1
2017-03-15 2:00:00,10.84,287.063875,250.0727059,295.096,265.1248431,584.0210147,66.33,1.01,1
2017-03-15 3:00:00,10.84,260.1325,250.5306154,295.096,265.0865128,215.6105065,66.33,1.01,1
2017-03-15 4:00:00,10.84,420.9737441,250.0856667,295.096,265.0327121,463.8291288,66.33,1.01,1
2017-03-15 5:00:00,10.84,511.8126554,250.027642,295.096,265.0200511,449.6298693,66.33,1.01,1
2017-03-15 6:00:00,10.84,553.4824909,250.0037795,295.096,265.0369003,443.3400709,66.33,1.01,1
2017-03-15 7:00:00,10.44,521.0010889,250.0869889,295.096,265.0875352,461.136525,66.33,1.01,1
2017-03-15 8:00:00,10.44,481.7677977,250.0228439,295.096,265.0613006,450.306578,66.08,1.31,1
2017-03-15 9:00:00,10.44,494.8614444,250.0296222,295.096,265.0592778,450.5282389,65.97,2.36,1
2017-03-15 10:00:00,10.44,509.0732216,250.0569489,295.096,265.0836534,450.7075398,66.49,1.81,1
2017-03-15 11:00:00,10.44,454.4334313,250.0684295,295.096,265.0891795,514.5197083,66.82,1.45,1
2017-03-15 12:00:00,10.44,504.2334242,250.0622472,295.096,265.0606667,498.2736419,66.89,1.23,1
2017-03-15 13:00:00,10.44,511.8575587,250.0002235,295.096,265.0660317,474.9360028,66.62,1.39,1
2017-03-15 14:00:00,10.44,489.4915084,250.0828547,295.096,265.1186667,545.5705642,66.63,1.06,1
2017-03-15 15:00:00,10.44,485.2471667,250.0371111,295.096,265.0583407,549.9266667,65.04,3.52,0
2017-03-15 16:00:00,10.1,470.0650847,250.0368983,295.096,265.0736328,549.7866186,64.67,3.86,0
2017-03-15 17:00:00,10.1,523.4518428,250.0399937,295.096,265.0208008,549.6292547,66.58,1.41,1
2017-03-15 18:00:00,10.1,514.7183966,250.001933,295.096,265.0453315,523.1873611,66.94,1.19,1
2017-03-15 19:00:00,10.1,500.1221611,250.0856333,295.096,265.0701204,371.9423426,66.47,1.72,1
2017-03-15 20:00:00,10.1,492.7996556,250.0327611,295.096,265.0548796,508.6453858,66.74,1.83,1
2017-03-15 21:00:00,10.1,490.9127028,250.0124889,295.096,265.0393685,449.7269944,66.45,1.73,1
2017-03-15 22:00:00,10.1,465.3773917,250.11475,295.096,265.0713722,449.6813722,66.62,1.41,1
2017-03-15 23:00:00,10.1,462.5488028,249.9591,295.096,265.001,450.7424528,66.61,1.76,1
2017-03-16 0:00:00,10.1,504.1610222,250.0437833,295.096,265.0497241,450.2664972,66.49,1.16,1
2017-03-16 1:00:00,12.95,520.2939056,250.0940111,295.096,265.0596037,450.3151278,67.1,1.34,1
2017-03-16 2:00:00,12.95,517.2340389,250.0769111,295.096,265.0648185,462.9348306,67.45,1.06,1
2017-03-16 3:00:00,12.95,444.3438691,250.0970958,295.096,265.0691377,563.040015,65.39,2.35,1
2017-03-16 4:00:00,12.95,342.8546238,249.9604934,295.096,265.016307,580.8850197,65.39,2.35,1
2017-03-16 5:00:00,12.95,348.2542621,249.9882171,295.096,265.0341371,575.9633,64.03,3.78,0
2017-03-29 12:00:00,9.34,354.0734521,199.5443,295.096,231.5324167,788.6659217,66.44,1.36,1
2017-03-29 13:00:00,9.34,357.1353059,200.0681379,295.096,231.6767356,834.7828343,66.57,1.43,1
2017-03-29 14:00:00,9.34,473.5518545,199.7841455,295.096,231.6201758,826.9559394,66.64,1.33,1
2017-03-29 17:00:00,9.56,375.4977072,200.113375,295.096,231.6457153,819.663683,66.19,1.64,1
2017-03-30 1:00:00,9.19,318.09505,199.6409,295.096,231.2841333,845.0562332,63.39,3.8,0
2017-03-30 2:00:00,9.19,319.9221833,200.1006,295.096,231.5494667,839.4532954,63.39,3.8,0
2017-03-30 3:00:00,9.19,457.0755743,199.9385313,295.096,231.7323958,808.8700287,63.39,3.8,0
2017-03-30 4:00:00,9.19,424.8619568,200.3318649,295.096,232.0496757,831.4616119,63.9,2.77,1
2017-03-30 5:00:00,9.19,272.0239375,198.488,295.096,232.4916667,834.6623397,65.68,1.64,1
2017-03-30 6:00:00,9.19,383.6124636,199.8779091,295.096,231.7949545,814.840681,66.04,2.37,1
2017-03-30 7:00:00,8.24,449.8757161,200.0419224,295.096,231.7791178,839.5426748,66.34,2.04,1
2017-03-30 11:00:00,8.24,421.3357719,200.1992807,295.096,231.7490117,849.4523507,65.03,2.8,1
2017-03-30 12:00:00,8.24,467.7495417,200.0618,295.096,231.6454556,851.8186277,64.99,2.63,1
2017-03-30 13:00:00,8.24,268.3402727,199.9920488,295.096,231.6876585,826.9140277,64.99,2.63,1
2017-03-30 14:00:00,8.24,387.984614,200.2273684,295.096,231.617,844.3316541,64.99,2.63,1
2017-03-30 22:00:00,8.4,470.7103171,200.1774024,295.096,231.7718984,828.7542348,63.79,4.81,0
2017-03-30 23:00:00,8.4,498.6792769,199.6056923,295.096,231.7780974,801.9699969,63.82,4.91,0
2017-03-31 0:00:00,8.4,538.8044611,199.8304778,295.096,231.5615593,801.0203222,64.54,3.91,0
2017-03-31 1:00:00,20.14,553.3341508,199.8939609,295.096,230.5764916,798.4787263,63.78,5.07,0
2017-03-31 2:00:00,20.14,467.5587435,199.9619659,295.096,231.6796837,801.7627936,63.45,4.48,0
2017-03-31 3:00:00,20.14,518.8403278,199.8965056,295.096,231.7091259,800.4093028,64.53,3.52,0
2017-03-31 4:00:00,20.14,550.0295389,200.0323278,295.096,231.6469907,800.5267528,65.68,2.47,1
2017-03-31 5:00:00,20.14,559.3004157,200.0384663,295.096,231.9777547,799.5224719,65.17,1.78,1
2017-03-31 6:00:00,20.14,554.7574914,199.9629371,295.096,231.9264019,800.6592114,66.49,1.91,1
2017-03-31 7:00:00,9.22,569.6281807,200.0076807,295.096,231.852759,800.6634578,66.34,2.26,1
2017-03-31 8:00:00,9.22,549.0690727,199.8909212,295.096,231.6867556,800.7002303,66.92,1.02,1
2017-03-31 9:00:00,9.22,562.4439318,178.909542,295.096,217.6592805,800.8440028,67.44,1.06,1
2017-03-31 10:00:00,9.22,563.3949278,177.2026653,295.096,216.5684653,800.4435167,67.44,1.06,1
2017-03-31 11:00:00,9.22,561.8043167,177.7277538,295.096,216.7181423,800.9285194,67.44,1.06,1
2017-03-31 12:00:00,9.22,530.3683889,178.2528423,295.096,216.8678193,800.0375389,66.9,1.44,1
2017-03-31 13:00:00,9.22,504.3561944,178.7779308,295.096,217.0174962,799.9107361,65.91,1.7,1
2017-03-31 14:00:00,9.22,534.8222825,179.3002917,295.096,217.1663957,800.7973249,65.45,1.74,1
2017-03-31 15:00:00,9.22,556.0114167,179.8281078,295.096,217.3168502,800.5778111,65.66,1.99,1
2017-03-31 16:00:00,9.22,546.8573222,180.3531963,295.096,217.4665272,799.9761833,65.09,2.27,1
2017-03-31 17:00:00,9.22,494.3407556,180.8782848,295.096,217.6162041,801.1815722,64.03,3.11,0
2017-03-31 18:00:00,9.22,488.5124778,181.4033733,295.096,217.7658811,800.8389056,64.03,3.11,0
2017-03-31 19:00:00,9.22,547.5087556,181.9284618,295.096,217.9155581,800.1453694,64.03,3.11,0
2017-03-31 20:00:00,9.22,552.9140833,182.4535503,295.096,218.0652351,799.3604889,64.03,3.11,0
2017-03-31 21:00:00,9.22,571.5412667,182.9786388,295.096,218.214912,800.4546056,64.03,3.11,0
2017-03-31 22:00:00,9.22,573.3126444,183.5037273,295.096,218.364589,800.3015778,64.03,3.11,0
2017-03-31 23:00:00,9.22,558.7865889,184.0288158,295.096,218.514266,800.524425,64.03,3.11,0
2017-04-01 0:00:00,9.22,555.2750833,184.5539043,295.096,218.663943,799.5376222,64.03,3.11,0
2017-04-01 1:00:00,9.22,575.2917111,185.0789927,295.096,218.8136199,799.5706833,64.03,3.11,0
2017-04-01 2:00:00,9.22,566.0729167,185.6040812,295.096,218.9632969,799.2749167,64.03,3.11,0
2017-04-01 3:00:00,9.22,566.9546278,186.1291697,295.096,219.1129739,800.2961194,64.03,3.11,0
2017-04-01 4:00:00,9.22,571.24495,186.6542582,295.096,219.2626509,799.9988444,64.03,3.11,0
2017-04-01 5:00:00,9.22,575.4623222,187.1793467,295.096,219.4123278,800.0296,64.03,3.11,0
2017-04-01 6:00:00,9.22,576.2546611,187.7044352,295.096,219.5620048,801.1523528,64.03,3.11,0
2017-04-01 7:00:00,9.22,577.3714778,191.6135934,295.096,221.1185233,800.1776056,64.03,3.11,0
2017-04-01 8:00:00,9.22,496.2177673,199.9672579,295.096,231.1010377,799.2627893,64.03,3.11,0
2017-04-01 9:00:00,9.22,435.7379895,200.0167684,295.096,231.7144632,800.8489,64.03,3.11,0
2017-04-01 10:00:00,9.22,508.4614278,199.8623611,295.096,231.6457963,800.621625,64.03,3.11,0
2017-04-01 11:00:00,9.22,504.2653448,199.973954,295.096,231.6826648,804.9642499,64.03,3.11,0
2017-04-01 12:00:00,9.22,556.5172667,199.9244278,295.096,231.6632056,799.7209333,64.03,3.11,0
2017-04-01 13:00:00,9.22,561.3834667,199.8114889,295.096,231.6834926,799.6386222,64.03,3.11,0
2017-04-01 14:00:00,9.22,568.1879389,200.0519833,295.096,231.7911167,800.2882528,64.03,3.11,0
2017-04-01 15:00:00,9.22,514.4425056,200.1001889,295.096,231.6684722,799.8668667,64.03,3.11,0
2017-04-01 16:00:00,9.22,547.6674057,200.1105314,295.096,231.7213981,800.9713114,64.03,3.11,0
2017-04-01 17:00:00,9.22,526.5763459,200.0883672,295.096,231.6858267,801.471315,64.03,3.11,0
2017-04-01 18:00:00,9.22,565.63675,199.91865,295.096,231.6387315,801.2319389,64.03,3.11,0
2017-04-01 19:00:00,9.22,551.6315455,199.9076364,295.096,231.5117078,800.0746566,64.03,3.11,0
2017-04-01 20:00:00,9.22,541.3230056,199.9253785,295.096,231.6385273,799.3263006,64.03,3.11,0
2017-04-01 21:00:00,9.22,526.0379833,199.8284056,295.096,231.5971278,800.6688972,64.03,3.11,0
2017-04-01 22:00:00,9.22,479.1609937,200.1168176,295.096,231.711935,799.6144182,64.03,3.11,0
2017-04-01 23:00:00,9.22,547.9617095,200.0091397,295.096,231.6691061,799.9127961,64.03,3.11,0
2017-04-02 0:00:00,9.22,561.1670611,200.0505889,295.096,231.70025,800.6858444,64.03,3.11,0
2017-04-02 1:00:00,9.22,555.1270233,199.7042209,295.096,231.601593,799.7101395,64.03,3.11,0
2017-04-02 2:00:00,9.22,474.2666512,199.9921085,295.096,231.6681085,798.6844677,64.03,3.11,0
2017-04-02 3:00:00,9.22,522.9898487,200.1026807,295.096,231.691437,799.0307269,64.03,3.11,0
2017-04-02 4:00:00,9.22,560.627069,200.1612069,295.096,231.6432989,799.6432931,64.03,3.11,0
2017-04-02 5:00:00,9.22,502.566996,200.0124269,295.096,231.670616,802.882563,64.03,3.11,0
2017-04-02 6:00:00,9.22,504.5747303,199.9401685,295.096,231.6769476,800.6277472,64.03,3.11,0
2017-04-02 7:00:00,12.73,505.5360788,200.0402788,295.096,231.724202,803.8249025,64.03,3.11,0
2017-04-02 8:00:00,12.73,561.3001919,199.8604709,295.096,231.6914826,799.6761703,64.40917864,2.95936739,1
2017-04-02 9:00:00,12.73,550.0858146,200.0352921,295.096,231.7301798,800.2896011,65.12457966,2.675166983,1
2017-04-02 10:00:00,12.73,543.6942333,199.9452278,295.096,231.7025759,803.3416741,65.49,2.53,1
2017-04-02 11:00:00,12.73,562.2419877,199.6028704,295.096,232.0230679,803.8383371,66.32,1.45,1
2017-04-02 12:00:00,12.73,580.2825667,231.2428556,295.096,252.5421111,686.576175,66.02,1.18,1
2017-04-02 13:00:00,12.73,544.2987353,249.8879471,295.096,264.9131157,623.4921676,66,2.02,1
2017-04-02 14:00:00,12.73,549.3793494,250.2047169,295.096,265.1769558,626.3589307,66.02,1.41,1
2017-04-02 15:00:00,12.73,568.8489329,250.0655061,295.096,265.1472378,622.9494543,65.53,1.58,1
2017-04-02 16:00:00,8.51,576.7129825,249.7411462,295.096,264.873039,626.5931579,66.53,1,1
2017-04-02 17:00:00,8.51,571.9858743,249.7927425,295.096,264.9871038,625.7451527,65.64,2.57,1
2017-04-02 18:00:00,8.51,575.2527667,250.1777833,295.096,265.1114444,624.0871056,66.32,1.04,1
2017-04-02 19:00:00,8.51,558.0352167,250.0421333,295.096,265.0006889,620.1882806,66.3,1.54,1
2017-04-02 20:00:00,8.51,515.3710279,250.0501285,295.096,265.072,600.8013156,65.88,1.56,1
2017-04-02 21:00:00,8.51,550.6291011,250.0673764,295.096,265.0358146,601.079382,64.74,3.84,0
2017-04-02 22:00:00,8.51,557.6579773,250.0434148,295.096,265.0463523,562.3432628,64.91,3.26,0
2017-04-02 23:00:00,8.51,557.9308388,250.1006752,295.096,265.106845,726.6424166,64.94,3.38,0
2017-04-03 0:00:00,8.51,574.7480722,250.0682,295.096,265.0912722,759.7710546,63.78,4.42,0
2017-04-03 1:00:00,14.66,558.5882667,250.1123722,295.096,265.0818741,691.5922079,63.27,4.170748614,0
2017-04-03 2:00:00,14.66,561.4440734,250.1212881,295.096,265.0721902,662.181924,62.6,3.679131238,0
2017-04-03 3:00:00,14.66,557.5703864,250.1542045,295.096,265.1191553,669.7363365,64.03679997,3.181520438,0
2017-04-03 4:00:00,14.66,548.5763073,250.0206536,295.096,265.01546,676.7684151,65.5,2.93,1
2017-04-03 5:00:00,14.66,523.0573278,250.0549667,295.096,265.0286148,676.745685,64.86,3.96,0
2017-04-03 6:00:00,14.66,545.94425,250.0511722,295.096,265.0505963,674.88443,66.04,2.36,1
2017-04-03 7:00:00,17.41,553.478,250.1308167,295.096,265.123963,673.3086222,66.07,1.96,1
2017-04-03 8:00:00,17.41,538.4724302,250.1738045,295.096,265.1249981,659.4931347,64.05,3.86,0
2017-04-03 9:00:00,17.41,567.8768448,250.4371552,295.096,265.2872107,581.8713624,65.04,2.88,1
2017-04-03 10:00:00,17.41,535.7548366,250.1020058,295.096,265.1037388,538.1416923,64.92,4.15,0
2017-04-03 12:00:00,17.41,580.0109512,249.9137073,295.096,265.017252,813.7242132,62.87418485,5.069155889,0
2017-04-03 20:00:00,17.41,392.9161514,250.5218636,295.096,265.2704394,842.0229807,62.6,1.525852809,1
2017-04-03 21:00:00,17.41,372.441251,249.9214958,295.096,265.0219356,841.3674779,62.6,1.236034883,1
2017-04-03 22:00:00,17.41,450.8712222,249.9090794,295.096,264.7510952,806.750426,66.53,1.06,1
2017-04-03 23:00:00,17.41,467.9347724,249.8929655,295.096,264.4427379,774.589932,66.09,1.26,1
2017-04-04 0:00:00,17.41,514.1467191,250.0304831,295.096,265.040824,747.4884172,66.56,1.21,1
